game_id,game_date,home_team_name,home_team_id,away_team_name,away_team_id,home_team_score,away_team_score,total_points,home_team_players,away_team_players,Over_Under_Total
22000014,2020-12-23,Toronto Raptors,1610612761,New Orleans Pelicans,1610612740,99,113,212,"[1628384, 1627783, 203382, 200768, 1627832, 1626181, 1629744, 1628449, 1627761, 1629056, 1626169, 1630201, 203458, 1629139, 1628778]","[1627742, 1629627, 203500, 1628366, 202339, 200755, 1628404, 1629637, 1629740, 1629638, 1626195, 1630184, 1630230, 1628414]",228.5
