game_id,game_date,home_team_name,home_team_id,away_team_name,away_team_id,home_team_score,away_team_score,total_points,home_team_players,away_team_players,Over_Under_Total
22000013,2020-12-23,Philadelphia 76ers,1610612755,Washington Wizards,1610612764,113,107,220,"[201980, 202699, 203954, 203552, 1627732, 1629003, 2730, 1627788, 203118, 1630178, 1629680, 1628396, 1628390, 1630198, 1629751]","[1629067, 1630166, 1628418, 203078, 201566, 202397, 1628972, 201577, 202722, 203526, 1629021, 1630264, 1628394, 1629010]",230.5
