Rk,Gcar,Date,Tm,Unnamed: 5,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,FIP,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,dbl,game_date,team_id,opp_id,game_id,season,IP_real,IP_real_20,H_20,BF_20,HR_20,R_20,ER_20,BB_20,SO_20,XB_against_20,TB_against_20,ERA_20,WHIP_20,IP_real_5,H_5,BF_5,HR_5,R_5,ER_5,BB_5,SO_5,XB_against_5,TB_against_5,ERA_5,WHIP_5,IP_real_current,H_current,BF_current,HR_current,R_current,ER_current,BB_current,SO_current,XB_against_current,TB_against_current,ERA_current,WHIP_current
1,198,2021-04-01,TOR,@,NYY,"W,3-2",6-6,,99,0.2,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,4.67,3.0,15.0,10.0,1,3,1,0,0,0,0,,1,0,0,0,0,2,0.0,0.0,0.0,0,0,0,1.84,0.078,2.01,0.05%,0.54,,,6b 1-- 1 out tie,6b 3 out tie,,2021-04-01,141,147,634642,2021,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2,199,2021-04-03,TOR,@,NYY,"L,3-5",4-4,,1,0.2,2.0,0.0,0.0,0.0,1.0,0.0,0,0.0,2.42,4.0,9.0,7.0,0,2,1,2,1,1,0,,2,1,0,0,0,4,0.0,0.0,0.0,0,0,0,1.88,-0.031,2.06,-0.02%,-0.07,,,4b 12- 1 out d1,4b 3 out d2,,2021-04-03,141,147,634644,2021,0.667,0.667,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.5,0.667,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.5,0.667,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.5
3,200,2021-04-05,TOR,@,TEX,"W,6-2",7-8,,1,1.1,2.0,0.0,0.0,0.0,1.0,0.0,0,0.0,2.05,5.0,14.0,9.0,3,1,1,3,2,0,0,,0,0,0,0,0,5,0.0,0.0,0.0,1,0,0,0.29,0.02,0.29,0.01%,0.56,,,7b --- 1 out a5,8b 1-- 2 out a5,,2021-04-05,141,140,634612,2021,1.333,1.333,2.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.25,1.333,2.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.25,1.333,2.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.25
4,201,2021-04-23,TOR,@,TBR,"W,5-3",6-6,H(1),17,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,2.62,4.0,23.0,14.0,4,4,2,0,0,0,0,,0,0,0,0,0,3,0.0,0.0,0.0,0,0,0,1.34,0.073,1.41,0.05%,0.49,,,6b --- 0 out a2,6b 3 out a2,,2021-04-23,141,139,634413,2021,1.0,2.667,4.0,12.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,1.875,2.667,4.0,12.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,1.875,2.667,4.0,12.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,1.875
5,202,2021-04-25,TOR,@,TBR,"W,1-0",5-6,H(2),1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,2.96,4.0,15.0,10.0,4,1,1,1,1,0,0,,2,0,0,0,0,3,0.0,0.0,0.0,0,0,0,2.5,0.149,2.67,0.10%,1.1,,,5b 12- 0 out a1,6b 1-- 0 out a1,,2021-04-25,141,139,634376,2021,1.0,3.667,4.0,16.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,1.636,3.667,4.0,16.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,1.636,3.667,4.0,16.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,1.636
6,203,2021-04-27,TOR,,WSN,"W,9-5",7-8,H(3),1,1.2,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,1.75,5.0,25.0,15.0,4,6,0,1,0,0,0,,0,0,0,0,0,5,0.0,0.0,0.0,0,0,0,0.5,0.065,0.46,0.04%,0.83,,,7t --- 1 out a2,8t 3 out a4,,2021-04-27,141,120,634335,2021,1.667,4.667,4.0,20.0,0.0,0.0,0.0,2.0,5.0,0.0,4.0,0.0,1.286,4.667,4.0,20.0,0.0,0.0,0.0,2.0,5.0,0.0,4.0,0.0,1.286,4.667,4.0,20.0,0.0,0.0,0.0,2.0,5.0,0.0,4.0,0.0,1.286
7,204,2021-05-01,TOR,,ATL,"W,6-5",8-8,,3,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0,0.0,1.4,4.0,,,3,7,1,1,1,0,0,,0,0,0,0,0,4,0.0,0.0,0.0,0,0,0,2.23,0.112,2.09,0.06%,0.54,,,8t --- 0 out tie,8t 3 out tie,,2021-05-01,141,144,634312,2021,1.0,6.333,4.0,25.0,0.0,0.0,0.0,2.0,9.0,0.0,4.0,0.0,0.947,5.667,4.0,22.0,0.0,0.0,0.0,1.0,8.0,0.0,4.0,0.0,0.882,6.333,4.0,25.0,0.0,0.0,0.0,2.0,9.0,0.0,4.0,0.0,0.947
8,205,2021-05-02,TOR,,ATL,"W,7-2",7-7,H(4),0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.37,3.0,9.0,5.0,2,1,1,1,1,0,0,,0,0,0,0,0,3,0.0,0.0,0.0,1,0,0,1.42,0.075,1.45,0.05%,0.54,,,7t --- 0 out a2,7t 3 out a2,,2021-05-02,141,144,634256,2021,1.0,7.333,5.0,29.0,0.0,0.0,0.0,2.0,11.0,0.0,5.0,0.0,0.955,6.0,3.0,22.0,0.0,0.0,0.0,1.0,9.0,0.0,3.0,0.0,0.667,7.333,5.0,29.0,0.0,0.0,0.0,2.0,11.0,0.0,5.0,0.0,0.955
9,206,2021-05-05,TOR,@,OAK,"W,9-4",8-8,,2,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0,0.96,1.46,5.0,22.0,14.0,5,3,0,2,2,0,0,,0,0,0,0,0,4,1.0,0.0,0.0,0,0,0,0.48,0.009,0.49,0.01%,-0.51,,,8b --- 0 out a4,8b 3 out a3,,2021-05-05,141,133,634248,2021,1.0,8.333,6.0,32.0,0.0,0.0,0.0,2.0,12.0,0.0,6.0,0.0,0.96,5.667,2.0,20.0,0.0,0.0,0.0,1.0,9.0,0.0,2.0,0.0,0.529,8.333,6.0,32.0,0.0,0.0,0.0,2.0,12.0,0.0,6.0,0.0,0.96
10,207,2021-05-08,TOR,@,HOU,"W,8-4",6-7,H(5),2,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.79,1.58,6.0,21.0,13.0,4,1,3,2,0,0,0,,0,0,0,0,0,6,0.0,0.0,0.0,0,0,0,1.04,0.161,1.13,0.11%,1.05,,,6b --- 0 out a2,7b 3 out a2,,2021-05-08,141,117,634193,2021,2.0,9.333,7.0,37.0,0.0,1.0,1.0,3.0,14.0,1.0,8.0,0.964,1.071,5.667,3.0,21.0,0.0,1.0,1.0,1.0,10.0,1.0,4.0,1.588,0.706,9.333,7.0,37.0,0.0,1.0,1.0,3.0,14.0,1.0,8.0,0.964,1.071
