Rk,Gcar,Gtm,Date,Tm,Unnamed: 5,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,FIP,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,dbl,game_date,team_id,opp_id,game_id
1,90,3,2021-04-04,PHI,,ATL,"W,2-1",GS-7,,99,7.0,4,1,1,1,8,1,0,1.29,3.17,24,80.0,54.0,17,10,4,11,4,1,0,72.0,,,0,0,0,23,1,0,0,1,0,0,0.94,0.263,1.03,0.17%,2.54,,,1t start tie,7t 3 out tie,,2021-04-04,143,144,634617
2,91,8,2021-04-10,PHI,@,ATL,"L,4-5",GS-6,,5,6.0,7,4,4,1,2,1,0,3.46,4.09,26,,,6,8,11,12,5,3,0,43.0,,,0,0,0,24,3,0,1,1,0,1,1.21,-0.135,1.54,-0.10%,-0.81,,,1b start a 2,6b 3 out tie,,2021-04-10,143,144,634524
3,92,13,2021-04-16,PHI,,STL,"W,9-2",GS-8,W(1-0),5,7.0,6,2,2,0,6,1,0,3.15,3.82,26,,,21,11,8,12,3,0,0,63.0,,,0,0,0,26,1,0,0,1,0,0,0.38,0.166,0.39,0.10%,1.54,,,1t start tie,8t --- 0 out a6,,2021-04-16,143,138,634474
4,93,18,2021-04-21,PHI,,SFG,"W,6-5",GS-6,,4,6.0,7,1,1,0,3,0,0,2.77,3.44,23,,,19,3,6,14,6,2,0,57.0,,,0,0,0,23,2,0,0,1,0,0,1.08,0.231,1.0,0.13%,2.03,,,1t start tie,6t 3 out a2,,2021-04-21,143,137,634428
5,94,23,2021-04-27,PHI,@,STL,"L,2-5",GS-7,L(1-1),5,6.2,9,5,5,0,8,0,0,3.58,2.89,29,104.0,70.0,30,9,9,12,8,0,0,44.0,,,0,0,0,29,3,0,0,0,0,0,0.83,-0.06,0.87,-0.04%,-0.13,,,1b start a 1,7b 1-3 2 out d1,,2021-04-27,143,138,634318
6,95,28,2021-05-02,PHI,,NYM,"L,7-8",GS-6,,4,6.0,10,2,2,0,7,0,0,3.49,2.58,29,97.0,71.0,7,15,12,10,5,1,0,51.0,,,0,0,0,29,3,0,0,0,0,1,1.3,0.063,1.51,0.04%,1.03,,,1t start tie,6t 3 out d1,,2021-05-02,143,121,634257
7,96,33,2021-05-07,PHI,@,ATL,"W,12-2",GS-7,W(2-1),4,6.2,5,2,2,1,8,1,0,3.38,2.66,25,99.0,64.0,17,11,4,12,5,1,0,63.0,,,0,0,0,24,1,0,0,1,0,0,0.37,0.081,0.49,0.06%,1.61,,,1b start a 6,7b --- 2 out a7,,2021-05-07,143,144,634219
8,97,38,2021-05-13,PHI,@,WSN,"L,1-5",GS-6,L(2-2),5,6.0,7,5,5,2,9,2,0,3.86,2.99,26,,,20,10,11,4,2,0,0,45.0,,,0,0,0,24,1,0,1,1,0,0,0.44,-0.282,0.54,-0.21%,-2.09,,,1b start a 1,6b 3 out d4,,2021-05-13,143,120,634103
9,98,43,2021-05-19,PHI,,MIA,"L,1-3",GS-6,L(2-3),5,6.0,6,2,2,0,6,1,0,3.77,3.03,24,89.0,61.0,19,10,7,11,2,2,0,58.0,,,0,0,0,24,1,0,0,0,0,0,0.84,0.06,1.14,0.05%,1.03,,,1t start tie,6t 3 out d2,,2021-05-19,143,146,634044
10,99,48,2021-05-24,PHI,@,MIA,"L,6-9",GS-6,L(2-4),4,6.0,6,4,3,2,6,0,0,3.84,2.95,26,103.0,67.0,22,7,8,10,5,2,0,50.0,,,0,0,0,23,3,1,0,1,1,1,1.23,-0.191,1.42,-0.13%,-0.97,,,1b start tie,6b 3 out d2,,2021-05-24,143,146,633976
11,100,53,2021-05-30,PHI,@,TBR,"L,2-6",GS-5,L(2-5),5,4.2,6,4,4,1,5,2,0,4.1,3.24,20,86.0,60.0,13,8,3,11,5,2,0,40.0,,,0,0,0,19,1,0,0,1,0,0,0.65,-0.125,0.59,-0.07%,-1.04,,,1b start tie,5b 1-3 2 out d3,,2021-05-30,143,139,633892
12,101,60,2021-06-09,PHI,,ATL,"W,2-1",GS-6,,9,6.0,8,1,1,2,7,0,0,3.89,3.13,26,94.0,59.0,18,13,11,6,5,0,0,57.0,,,0,0,0,24,1,1,0,2,0,1,1.38,0.175,1.52,0.12%,2.03,,,1t start tie,6t 3 out d1,,2021-06-09,143,144,633764
13,102,65,2021-06-15,PHI,@,LAD,"L,3-5",GS-5,,5,5.0,7,3,3,0,2,0,1,3.99,3.12,23,,,14,5,9,11,7,0,0,43.0,,,0,0,0,22,2,0,0,0,0,0,1.03,-0.064,1.05,-0.04%,-0.37,,,1b start tie,5b 3 out tie,,2021-06-15,143,119,633675
14,103,69,2021-06-20,PHI,@,SFG,"L,2-11",GS-6,L(2-6),4,5.0,9,7,6,0,6,4,0,4.39,3.6,25,88.0,61.0,13,11,7,12,4,0,0,29.0,,,0,0,0,25,2,0,0,0,0,1,0.5,-0.394,0.53,-0.25%,-5.12,,,1b start tie,6b -2- 0 out d5,,2021-06-20,143,137,633611
15,104,74,2021-06-26,PHI,@,NYM,"L,3-4",GS-6,,5,6.0,5,1,1,1,4,0,1,4.2,3.55,25,82.0,60.0,12,13,8,11,3,2,0,61.0,,,0,0,0,23,1,0,0,0,0,0,1.32,0.253,1.62,0.19%,1.95,,,1b start tie,6b 3 out a1,,2021-06-26,143,121,633539
16,105,80,2021-07-03,PHI,,SDP,"W,4-2",GS-6,W(3-6),6,6.0,3,2,2,2,2,1,0,4.13,3.68,22,86.0,52.0,11,8,10,8,3,2,0,58.0,,,0,0,0,20,0,0,0,1,0,0,0.94,0.145,0.75,0.07%,1.03,,,1t start tie,6t 3 out tie,,2021-07-03,143,135,633390
