Rk,Gcar,Date,Tm,Unnamed: 5,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,FIP,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,dbl,game_date,team_id,opp_id,game_id,season,IP_real,IP_real_20,H_20,BF_20,HR_20,R_20,ER_20,BB_20,SO_20,XB_against_20,TB_against_20,ERA_20,WHIP_20,IP_real_5,H_5,BF_5,HR_5,R_5,ER_5,BB_5,SO_5,XB_against_5,TB_against_5,ERA_5,WHIP_5,IP_real_current,H_current,BF_current,HR_current,R_current,ER_current,BB_current,SO_current,XB_against_current,TB_against_current,ERA_current,WHIP_current
1,1,2021-04-29,COL,@,ARI,"L,3-5",8-GF(8),,99,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0.0,4.17,5.0,16.0,8.0,3,2,2,1,0,0,0,,0,0,0,0,0,4,0.0,0.0,0.0,0,0,0,0.41,0.014,0.24,0.01%,0.51,,,8b --- 0 out d2,8b end d 2,,2021-04-29,115,109,634385,2021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2,2,2021-05-01,COL,@,ARI,"W,14-6",8-8,,1,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0.67,4.0,19.0,12.0,4,3,0,1,1,0,0,,0,0,0,0,0,4,1.0,0.0,0.0,0,0,0,0.01,0.001,0.01,0.00%,0.51,,,8b --- 0 out a9,8b 3 out a9,,2021-05-01,115,109,634286,2021,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0
3,3,2021-05-04,COL,,SFG,"W,8-6",5-5,,2,0.1,0.0,2.0,2.0,2.0,1.0,0.0,0,7.71,2.74,3.0,17.0,6.0,4,1,0,0,0,0,0,,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,1.96,-0.058,0.89,-0.02%,-0.41,,,5t --- 0 out tie,5t 12- 1 out tie,2.0,2021-05-04,115,137,634254,2021,0.333,2.0,2.0,9.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,1.5,2.0,2.0,9.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,1.5,2.0,2.0,9.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,1.5
4,4,2021-05-08,COL,@,STL,"L,8-9",5-6,,3,2.0,3.0,2.0,2.0,1.0,1.0,0.0,0,8.31,3.17,9.0,,,6,2,2,5,3,1,0,,0,0,1,0,0,7,2.0,0.0,0.0,1,1,0,0.36,-0.096,0.18,-0.03%,-1.04,,,5b --- 0 out d2,6b 3 out d4,,2021-05-08,115,138,634165,2021,2.0,2.333,2.0,12.0,0.0,2.0,2.0,3.0,5.0,1.0,3.0,7.714,2.143,2.333,2.0,12.0,0.0,2.0,2.0,3.0,5.0,1.0,3.0,7.714,2.143,2.333,2.0,12.0,0.0,2.0,2.0,3.0,5.0,1.0,3.0,7.714,2.143
5,5,2021-05-15,COL,,CIN,"L,5-6",7-7,,6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,7.71,3.17,1.0,,,0,0,1,0,0,0,0,,3,0,0,0,0,1,0.0,0.0,0.0,0,0,0,4.66,0.123,1.92,0.03%,0.83,,,7t 123 2 out tie,7t 3 out tie,,2021-05-15,115,113,634148,2021,0.333,4.333,5.0,21.0,0.0,4.0,4.0,4.0,6.0,3.0,8.0,8.308,2.077,4.333,5.0,21.0,0.0,4.0,4.0,4.0,6.0,3.0,8.0,8.308,2.077,4.333,5.0,21.0,0.0,4.0,4.0,4.0,6.0,3.0,8.0,8.308,2.077
6,6,2021-05-16,COL,,CIN,"L,6-7",8-8,H(1),0,0.1,3.0,1.0,1.0,0.0,0.0,0.0,0,9.0,3.17,4.0,,,2,1,2,2,1,0,0,,3,3,0,0,0,3,0.0,0.0,0.0,0,1,0,1.96,-0.182,0.63,-0.04%,-2.82,,,8t 123 1 out a5,8t 12- 2 out a1,,2021-05-16,115,113,634098,2021,0.333,4.667,5.0,22.0,0.0,4.0,4.0,4.0,6.0,3.0,8.0,7.714,1.929,4.667,5.0,22.0,0.0,4.0,4.0,4.0,6.0,3.0,8.0,7.714,1.929,4.667,5.0,22.0,0.0,4.0,4.0,4.0,6.0,3.0,8.0,7.714,1.929
7,7,2021-05-19,COL,@,SDP,"L,0-3",8-GF(8),,2,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0,8.44,3.17,2.0,7.0,5.0,2,0,1,1,1,0,0,,1,1,0,0,0,2,1.0,0.0,0.0,0,0,0,0.3,-0.029,0.07,0.00%,-0.69,,,8b -2- 2 out d2,8b end d 3,,2021-05-19,115,135,634031,2021,0.333,5.0,8.0,26.0,0.0,5.0,5.0,4.0,6.0,3.0,11.0,9.0,2.4,4.0,7.0,21.0,0.0,5.0,5.0,3.0,5.0,3.0,10.0,11.25,2.5,5.0,8.0,26.0,0.0,5.0,5.0,4.0,6.0,3.0,11.0,9.0,2.4
8,8,2021-06-19,COL,,MIL,"L,5-6",5-6,,30,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,6.14,2.9,6.0,22.0,15.0,3,3,4,1,0,0,0,,0,0,0,0,0,6,0.0,0.0,0.0,0,0,0,0.89,0.142,0.11,0.01%,1.16,,,5t --- 0 out tie,6t 3 out a2,,2021-06-19,115,158,633577,2021,2.0,5.333,9.0,28.0,0.0,5.0,5.0,4.0,6.0,4.0,13.0,8.438,2.438,3.333,7.0,19.0,0.0,5.0,5.0,3.0,2.0,3.0,10.0,13.5,3.0,5.333,9.0,28.0,0.0,5.0,5.0,4.0,6.0,4.0,13.0,8.438,2.438
9,9,2021-06-25,COL,@,MIL,"L,4-5",10-10,,5,0.2,0.0,0.0,0.0,1.0,2.0,0.0,0,5.63,2.8,3.0,,,1,3,0,0,0,0,0,,0,0,0,0,0,2,0.0,0.0,1.0,0,0,0,3.35,0.199,0.22,0.01%,0.69,,,10b -2- 0 out tie,10b 12- 2 out tie,,2021-06-25,115,158,633599,2021,0.667,7.333,9.0,34.0,0.0,5.0,5.0,4.0,7.0,4.0,13.0,6.136,1.773,5.0,7.0,22.0,0.0,3.0,3.0,1.0,2.0,3.0,10.0,5.4,1.6,7.333,9.0,34.0,0.0,5.0,5.0,4.0,7.0,4.0,13.0,6.136,1.773
10,10,2021-06-27,COL,@,MIL,"L,0-5",6-7,,1,2.0,1.0,1.0,1.0,1.0,4.0,0.0,0,5.4,2.37,8.0,32.0,18.0,6,5,0,3,2,0,0,,1,1,0,0,0,7,1.0,0.0,0.0,0,0,0,0.25,-0.042,0.01,0.00%,-0.6,,,6b 1-- 0 out d3,7b 3 out d5,,2021-06-27,115,158,633486,2021,2.0,8.0,9.0,37.0,0.0,5.0,5.0,5.0,9.0,4.0,13.0,5.625,1.75,3.667,4.0,16.0,0.0,1.0,1.0,1.0,3.0,1.0,5.0,2.455,1.364,8.0,9.0,37.0,0.0,5.0,5.0,5.0,9.0,4.0,13.0,5.625,1.75
