Rk,Gcar,Date,Tm,Unnamed: 5,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,FIP,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,dbl,game_date,team_id,opp_id,game_id,season,IP_real,IP_real_20,H_20,BF_20,HR_20,R_20,ER_20,BB_20,SO_20,XB_against_20,TB_against_20,ERA_20,WHIP_20,IP_real_5,H_5,BF_5,HR_5,R_5,ER_5,BB_5,SO_5,XB_against_5,TB_against_5,ERA_5,WHIP_5,IP_real_current,H_current,BF_current,HR_current,R_current,ER_current,BB_current,SO_current,XB_against_current,TB_against_current,ERA_current,WHIP_current
1,78,2021-04-02,TBR,@,MIA,"W,6-4",GS-6,,99,5.2,4.0,0.0,0.0,0.0,3.0,0.0,0,0.0,2.11,20.0,65.0,41.0,11,6,6,11,3,3,0,64.0,,,0,0,0,20,1.0,0.0,0.0,0,0,0,1.03,0.31,1.02,0.18%,2.71,,,1b start tie,6b -2- 2 out a1,,2021-04-02,139,146,634602,2021,5.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2,79,2021-04-07,TBR,@,BOS,"L,2-9",GS-5,L(0-1),4,5.0,9.0,9.0,6.0,1.0,2.0,1.0,1,5.06,4.01,26.0,89.0,59.0,14,8,9,13,8,2,0,20.0,,,0,0,0,24,2.0,0.0,0.0,1,0,1,0.85,-0.324,0.88,-0.20%,-6.21,,,1b start tie,5b 3 out d8,,2021-04-07,139,111,634641,2021,5.0,5.667,4.0,20.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,0.706,5.667,4.0,20.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,0.706,5.667,4.0,20.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,0.706
3,80,2021-04-13,TBR,,TEX,"L,3-8",GS-6,L(0-2),5,6.0,10.0,6.0,6.0,1.0,6.0,0.0,0,6.48,3.17,29.0,93.0,64.0,15,14,7,15,12,2,0,33.0,,,2,0,0,28,2.0,0.0,0.0,0,0,0,0.96,-0.382,0.93,-0.22%,-3.06,,,1t start tie,6t 3 out d4,,2021-04-13,139,140,634489,2021,6.0,10.667,13.0,46.0,1.0,9.0,6.0,1.0,5.0,4.0,19.0,5.062,1.312,10.667,13.0,46.0,1.0,9.0,6.0,1.0,5.0,4.0,19.0,5.062,1.312,10.667,13.0,46.0,1.0,9.0,6.0,1.0,5.0,4.0,19.0,5.062,1.312
4,81,2021-04-18,TBR,@,NYY,"W,4-2",2-7,W(1-2),4,5.0,2.0,1.0,1.0,2.0,4.0,0.0,1,5.4,3.22,20.0,87.0,52.0,9,11,4,9,4,3,0,,0.0,0.0,0,0,0,17,1.0,0.0,0.0,0,0,0,1.31,0.216,1.29,0.13%,1.61,,,2b --- 2 out d1,7b --- 2 out a1,,2021-04-18,139,147,634458,2021,5.0,16.667,23.0,75.0,1.0,15.0,12.0,2.0,11.0,6.0,31.0,6.48,1.5,16.667,23.0,75.0,1.0,15.0,12.0,2.0,11.0,6.0,31.0,6.48,1.5,16.667,23.0,75.0,1.0,15.0,12.0,2.0,11.0,6.0,31.0,6.48,1.5
5,82,2021-04-24,TBR,,TOR,"W,5-3",2-7,,5,5.2,3.0,0.0,0.0,1.0,6.0,0.0,1,4.28,2.99,21.0,88.0,56.0,14,11,4,9,2,2,0,,0.0,0.0,0,0,0,19,0.0,0.0,0.0,1,0,0,0.75,0.248,0.84,0.17%,2.84,,,2t --- 0 out d3,7t --- 2 out tie,,2021-04-24,139,141,634358,2021,5.667,21.667,25.0,95.0,1.0,16.0,13.0,4.0,15.0,7.0,34.0,5.4,1.338,21.667,25.0,95.0,1.0,16.0,13.0,4.0,15.0,7.0,34.0,5.4,1.338,21.667,25.0,95.0,1.0,16.0,13.0,4.0,15.0,7.0,34.0,5.4,1.338
6,83,2021-04-30,TBR,,HOU,"L,2-9",GS-6,L(1-3),5,6.0,9.0,5.0,5.0,1.0,5.0,1.0,0,4.86,3.2,28.0,103.0,71.0,17,9,6,16,9,3,0,38.0,,,0,0,0,27,1.0,1.0,0.0,0,0,0,0.61,-0.252,0.6,-0.15%,-2.06,,,1t start tie,6t 3 out d5,,2021-04-30,139,117,634275,2021,6.0,27.333,28.0,116.0,1.0,16.0,13.0,5.0,21.0,7.0,37.0,4.28,1.207,27.333,28.0,116.0,1.0,16.0,13.0,5.0,21.0,7.0,37.0,4.28,1.207,27.333,28.0,116.0,1.0,16.0,13.0,5.0,21.0,7.0,37.0,4.28,1.207
7,84,2021-05-05,TBR,@,LAA,"W,3-1",3-7,W(2-3),4,4.0,5.0,1.0,1.0,2.0,3.0,0.0,2,4.58,3.36,19.0,,,11,6,7,5,4,0,0,,0.0,0.0,0,0,0,14,1.0,0.0,1.0,1,0,0,1.37,0.019,1.44,0.01%,0.76,,,3b --- 0 out tie,7b 1-- 0 out a2,,2021-05-05,139,108,634281,2021,4.0,33.333,37.0,144.0,2.0,21.0,18.0,6.0,26.0,10.0,52.0,4.86,1.29,27.667,33.0,124.0,2.0,21.0,18.0,6.0,23.0,9.0,47.0,5.855,1.41,33.333,37.0,144.0,2.0,21.0,18.0,6.0,26.0,10.0,52.0,4.86,1.29
8,85,2021-05-12,TBR,,NYY,"L,0-1",3-6,,6,3.1,2.0,0.0,0.0,0.0,4.0,0.0,0,4.2,3.15,12.0,56.0,32.0,14,5,3,5,3,1,0,,0.0,0.0,0,0,0,12,0.0,0.0,0.0,0,0,0,0.96,0.213,1.15,0.15%,1.7,,,3t --- 0 out tie,6t --- 1 out tie,,2021-05-12,139,147,634210,2021,3.333,37.333,42.0,163.0,2.0,22.0,19.0,8.0,29.0,11.0,58.0,4.58,1.339,26.667,29.0,117.0,1.0,13.0,13.0,7.0,24.0,7.0,39.0,4.388,1.35,37.333,42.0,163.0,2.0,22.0,19.0,8.0,29.0,11.0,58.0,4.58,1.339
9,86,2021-05-19,TBR,@,BAL,"W,9-7",GS-6,,6,6.0,7.0,6.0,3.0,2.0,2.0,3.0,0,4.24,4.03,27.0,84.0,59.0,18,3,13,10,5,0,0,40.0,,,0,1,1,25,1.0,0.0,0.0,0,0,1,0.52,-0.309,0.63,-0.23%,-2.84,,,1b start tie,6b 3 out d3,,2021-05-19,139,110,634055,2021,6.0,40.667,44.0,175.0,2.0,22.0,19.0,8.0,33.0,11.0,60.0,4.205,1.279,24.0,21.0,100.0,1.0,7.0,7.0,6.0,22.0,5.0,29.0,2.625,1.125,40.667,44.0,175.0,2.0,22.0,19.0,8.0,33.0,11.0,60.0,4.205,1.279
10,87,2021-05-24,TBR,@,TOR,"W,14-8",GS-6,,4,6.0,3.0,3.0,3.0,0.0,4.0,3.0,0,4.27,4.52,21.0,86.0,59.0,14,9,7,10,2,3,0,58.0,,,0,0,0,21,0.0,0.0,0.0,0,0,0,0.64,0.105,0.91,0.09%,0.26,,,1b start a 5,6b 3 out a2,,2021-05-24,139,141,633963,2021,6.0,46.667,51.0,202.0,5.0,28.0,22.0,10.0,35.0,15.0,77.0,4.243,1.307,25.0,26.0,107.0,4.0,12.0,9.0,6.0,20.0,8.0,43.0,3.24,1.28,46.667,51.0,202.0,5.0,28.0,22.0,10.0,35.0,15.0,77.0,4.243,1.307
