Rk,Gcar,Date,Tm,Unnamed: 5,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,FIP,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,dbl,game_date,team_id,opp_id,game_id,season,IP_real,IP_real_20,H_20,BF_20,HR_20,R_20,ER_20,BB_20,SO_20,XB_against_20,TB_against_20,ERA_20,WHIP_20,IP_real_5,H_5,BF_5,HR_5,R_5,ER_5,BB_5,SO_5,XB_against_5,TB_against_5,ERA_5,WHIP_5,IP_real_current,H_current,BF_current,HR_current,R_current,ER_current,BB_current,SO_current,XB_against_current,TB_against_current,ERA_current,WHIP_current
1,92,2021-04-02,LAA,,CHW,"L,8-12",GS-4,L(0-1),99,3.0,5.0,7.0,7.0,2.0,4.0,1.0,0,21.0,6.84,16.0,,,11,11,5,5,4,0,0,23.0,,,0,0,0,14,0.0,0.0,0.0,0,0,0,1.07,-0.361,1.05,-0.21%,-4.4,,,1t start tie,4t 12- 0 out d4,,2021-04-02,108,145,634631,2021,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2,93,2021-04-09,LAA,@,TOR,"W,7-1",GS-6,W(1-1),6,6.0,3.0,0.0,0.0,2.0,9.0,0.0,0,7.0,3.06,23.0,93.0,64.0,16,13,3,9,2,1,0,73.0,,,0,0,0,21,0.0,0.0,0.0,0,0,0,0.58,0.199,0.64,0.13%,3.26,,,1b start tie,6b 3 out a7,,2021-04-09,108,141,634512,2021,6.0,3.0,5.0,16.0,1.0,7.0,7.0,2.0,4.0,1.0,8.0,21.0,2.333,3.0,5.0,16.0,1.0,7.0,7.0,2.0,4.0,1.0,8.0,21.0,2.333,3.0,5.0,16.0,1.0,7.0,7.0,2.0,4.0,1.0,8.0,21.0,2.333
3,94,2021-04-16,LAA,,MIN,"W,10-3",GS-6,,6,5.1,2.0,2.0,2.0,3.0,6.0,0.0,0,5.65,2.89,18.0,79.0,46.0,12,10,6,3,3,0,0,59.0,,,0,0,0,15,0.0,0.0,0.0,3,0,0,1.09,0.226,1.17,0.15%,2.27,,,1t start tie,6t 12- 1 out a2,,2021-04-16,108,142,634526,2021,5.333,9.0,8.0,39.0,1.0,7.0,7.0,4.0,13.0,1.0,11.0,7.0,1.333,9.0,8.0,39.0,1.0,7.0,7.0,4.0,13.0,1.0,11.0,7.0,1.333,9.0,8.0,39.0,1.0,7.0,7.0,4.0,13.0,1.0,11.0,7.0,1.333
4,95,2021-04-23,LAA,@,HOU,"L,4-5",GS-7,,6,6.1,2.0,1.0,1.0,0.0,10.0,0.0,1,4.35,2.15,22.0,,,20,16,6,5,1,1,0,75.0,,,0,0,0,21,1.0,0.0,0.0,0,0,0,0.84,0.336,0.93,0.22%,2.99,,,1b start tie,7b -2- 1 out a2,,2021-04-23,108,117,634383,2021,6.333,14.333,10.0,57.0,1.0,9.0,9.0,7.0,19.0,1.0,13.0,5.651,1.186,14.333,10.0,57.0,1.0,9.0,9.0,7.0,19.0,1.0,13.0,5.651,1.186,14.333,10.0,57.0,1.0,9.0,9.0,7.0,19.0,1.0,13.0,5.651,1.186
5,96,2021-04-30,LAA,@,SEA,"L,4-7",GS-4,L(1-2),6,3.1,6.0,4.0,4.0,2.0,5.0,3.0,0,5.25,3.75,18.0,90.0,55.0,12,15,0,11,3,1,0,35.0,,,0,0,0,16,0.0,0.0,0.0,0,0,0,1.21,-0.282,1.44,-0.20%,-2.28,,,1b start a 2,4b --- 1 out d1,,2021-04-30,108,136,634287,2021,3.333,20.667,12.0,79.0,1.0,10.0,10.0,7.0,29.0,2.0,16.0,4.355,0.919,20.667,12.0,79.0,1.0,10.0,10.0,7.0,29.0,2.0,16.0,4.355,0.919,20.667,12.0,79.0,1.0,10.0,10.0,7.0,29.0,2.0,16.0,4.355,0.919
6,97,2021-05-06,LAA,,TBR,"L,3-8",GS-7,,5,6.2,4.0,0.0,0.0,1.0,10.0,0.0,0,4.11,3.07,24.0,110.0,69.0,22,17,4,9,4,1,0,75.0,,,1,0,0,23,1.0,0.0,0.0,1,0,0,0.88,0.348,0.74,0.18%,3.65,,,1t start tie,7t --- 2 out a3,,2021-05-06,108,139,634247,2021,6.667,24.0,18.0,97.0,4.0,14.0,14.0,9.0,34.0,5.0,31.0,5.25,1.125,24.0,18.0,97.0,4.0,14.0,14.0,9.0,34.0,5.0,31.0,5.25,1.125,24.0,18.0,97.0,4.0,14.0,14.0,9.0,34.0,5.0,31.0,5.25,1.125
7,98,2021-05-12,LAA,@,HOU,"L,1-9",GS-6,L(1-3),5,5.1,9.0,5.0,5.0,0.0,5.0,3.0,0,4.75,3.89,25.0,96.0,62.0,14,9,5,15,6,1,0,35.0,,,0,0,0,25,0.0,0.0,0.0,0,0,0,0.42,-0.186,0.4,-0.10%,-2.12,,,1b start tie,6b --- 1 out d5,,2021-05-12,108,117,634172,2021,5.333,30.667,22.0,121.0,4.0,14.0,14.0,10.0,44.0,6.0,36.0,4.109,1.043,27.667,17.0,105.0,3.0,7.0,7.0,8.0,40.0,5.0,28.0,2.277,0.904,30.667,22.0,121.0,4.0,14.0,14.0,10.0,44.0,6.0,36.0,4.109,1.043
8,99,2021-05-18,LAA,,CLE,"L,5-6",GS-4,,5,3.0,6.0,5.0,4.0,2.0,1.0,1.0,0,5.31,4.27,18.0,81.0,49.0,11,8,6,9,2,1,0,28.0,,,0,0,0,15,1.0,0.0,0.0,0,1,1,0.61,-0.32,0.43,-0.13%,-3.78,,,1t start tie,4t 1-- 0 out d4,,2021-05-18,108,114,634102,2021,3.0,36.0,31.0,146.0,7.0,19.0,19.0,10.0,49.0,9.0,54.0,4.75,1.139,27.0,23.0,107.0,6.0,12.0,12.0,6.0,36.0,8.0,43.0,4.0,1.074,36.0,31.0,146.0,7.0,19.0,19.0,10.0,49.0,9.0,54.0,4.75,1.139
9,100,2021-05-25,LAA,,TEX,"W,11-5",GS-6,W(2-3),6,5.2,4.0,3.0,3.0,4.0,5.0,1.0,0,5.24,4.47,25.0,105.0,66.0,15,11,2,14,6,1,0,50.0,,,0,0,0,21,1.0,0.0,0.0,0,0,0,0.79,0.127,0.46,0.04%,-0.02,,,1t start tie,6t 1-- 2 out a8,,2021-05-25,108,140,633972,2021,5.667,39.0,37.0,164.0,8.0,24.0,23.0,12.0,50.0,11.0,64.0,5.308,1.256,24.667,27.0,107.0,7.0,15.0,14.0,5.0,31.0,10.0,51.0,5.108,1.297,39.0,37.0,164.0,8.0,24.0,23.0,12.0,50.0,11.0,64.0,5.308,1.256
10,101,2021-06-01,LAA,@,SFG,"W,8-1",GS-7,W(3-3),6,6.1,5.0,1.0,1.0,1.0,7.0,0.0,0,4.76,4.09,24.0,89.0,61.0,14,11,8,8,4,2,0,65.0,,,0,0,0,23,0.0,0.0,0.0,1,0,0,0.37,0.156,0.21,0.06%,1.6,,,1b start tie,7b 12- 1 out a7,,2021-06-01,108,137,633864,2021,6.333,44.667,41.0,189.0,9.0,27.0,26.0,16.0,55.0,13.0,72.0,5.239,1.276,24.0,29.0,110.0,8.0,17.0,16.0,9.0,26.0,11.0,56.0,6.0,1.583,44.667,41.0,189.0,9.0,27.0,26.0,16.0,55.0,13.0,72.0,5.239,1.276
11,102,2021-06-08,LAA,,KCR,"W,8-1",GS-7,W(4-3),6,6.2,6.0,1.0,1.0,2.0,7.0,0.0,0,4.37,3.85,27.0,109.0,74.0,17,17,8,10,6,1,0,63.0,,,0,0,0,25,2.0,0.0,0.0,1,0,0,0.57,0.216,0.38,0.09%,2.42,,,1t start tie,7t -2- 2 out a5,,2021-06-08,108,118,633826,2021,6.667,51.0,46.0,213.0,9.0,28.0,27.0,17.0,62.0,13.0,77.0,4.765,1.235,27.0,28.0,116.0,5.0,14.0,13.0,8.0,28.0,8.0,46.0,4.333,1.333,51.0,46.0,213.0,9.0,28.0,27.0,17.0,62.0,13.0,77.0,4.765,1.235
12,103,2021-06-15,LAA,@,OAK,"L,4-6",GS-6,L(4-4),6,5.0,5.0,3.0,3.0,1.0,6.0,0.0,0,4.45,3.65,21.0,98.0,68.0,14,16,3,11,5,0,0,50.0,,,0,0,0,20,1.0,0.0,0.0,0,0,0,0.95,-0.033,0.98,-0.02%,0.1,,,1b start tie,6b 1-- 0 out tie,,2021-06-15,108,133,633656,2021,5.0,57.667,52.0,240.0,9.0,29.0,28.0,19.0,69.0,15.0,85.0,4.37,1.231,27.0,30.0,119.0,5.0,15.0,14.0,9.0,25.0,9.0,49.0,4.667,1.444,57.667,52.0,240.0,9.0,29.0,28.0,19.0,69.0,15.0,85.0,4.37,1.231
13,104,2021-06-22,LAA,,SFG,"L,0-5",GS-6,L(4-5),6,6.0,10.0,5.0,5.0,0.0,10.0,2.0,0,4.72,3.69,28.0,107.0,75.0,20,17,6,12,6,0,0,42.0,,,0,0,0,28,2.0,0.0,0.0,0,0,0,0.4,-0.273,0.26,-0.11%,-1.78,,,1t start tie,6t 3 out d5,,2021-06-22,108,137,633670,2021,6.0,62.667,57.0,261.0,9.0,32.0,31.0,20.0,75.0,16.0,91.0,4.452,1.229,26.667,26.0,115.0,2.0,13.0,12.0,10.0,26.0,7.0,37.0,4.05,1.35,62.667,57.0,261.0,9.0,32.0,31.0,20.0,75.0,16.0,91.0,4.452,1.229
14,105,2021-06-29,LAA,@,NYY,"L,5-11",GS-4,L(4-6),6,3.0,5.0,7.0,7.0,4.0,4.0,3.0,0,5.4,4.27,18.0,77.0,43.0,10,5,1,9,2,2,0,21.0,,,0,0,0,13,0.0,0.0,0.0,0,1,0,0.79,-0.457,0.38,-0.13%,-4.83,,,1b start tie,4b 1-- 0 out d3,,2021-06-29,108,147,633444,2021,3.0,68.667,67.0,289.0,11.0,37.0,36.0,20.0,85.0,20.0,109.0,4.718,1.267,29.667,30.0,125.0,3.0,13.0,13.0,8.0,35.0,9.0,45.0,3.944,1.281,68.667,67.0,289.0,11.0,37.0,36.0,20.0,85.0,20.0,109.0,4.718,1.267
15,106,2021-07-07,LAA,,BOS,"W,5-4",GS-6,W(5-6),7,5.1,6.0,3.0,3.0,2.0,5.0,0.0,0,5.38,4.14,23.0,107.0,65.0,14,9,7,9,3,1,0,47.0,,,0,0,0,21,1.0,0.0,0.0,1,0,0,1.22,0.013,0.81,0.01%,0.51,,,1t start tie,6t -2- 1 out a2,,2021-07-07,108,111,633385,2021,5.333,71.667,72.0,307.0,14.0,44.0,43.0,24.0,89.0,23.0,123.0,5.4,1.34,27.0,31.0,118.0,5.0,17.0,17.0,8.0,34.0,10.0,51.0,5.667,1.444,71.667,72.0,307.0,14.0,44.0,43.0,24.0,89.0,23.0,123.0,5.4,1.34
16,107,2021-07-16,LAA,,SEA,"L,5-6",GS-4,L(5-7),8,4.0,6.0,4.0,4.0,0.0,4.0,1.0,1,5.56,4.19,19.0,79.0,50.0,12,11,8,6,4,0,0,38.0,,,0,0,0,18,2.0,0.0,0.0,0,0,0,0.89,-0.227,0.61,-0.09%,-1.85,,,1t start tie,4t 3 out d3,,2021-07-16,108,136,633323,2021,4.0,77.0,78.0,330.0,14.0,47.0,46.0,26.0,94.0,24.0,130.0,5.377,1.351,26.0,32.0,117.0,5.0,19.0,19.0,9.0,32.0,11.0,53.0,6.577,1.577,77.0,78.0,330.0,14.0,47.0,46.0,26.0,94.0,24.0,130.0,5.377,1.351
17,108,2021-07-22,LAA,@,MIN,"W,3-2",GS-7,W(6-7),5,7.0,4.0,2.0,2.0,2.0,7.0,0.0,1,5.32,4.06,27.0,102.0,65.0,17,12,6,11,5,2,0,66.0,,,1,0,0,24,3.0,0.0,0.0,0,0,0,1.18,0.236,0.4,0.05%,1.58,,,1b start tie,7b 3 out a1,,2021-07-22,108,142,633220,2021,7.0,81.0,84.0,349.0,15.0,51.0,50.0,26.0,98.0,27.0,141.0,5.556,1.358,23.333,32.0,109.0,6.0,22.0,22.0,7.0,29.0,12.0,56.0,8.486,1.671,81.0,84.0,349.0,15.0,51.0,50.0,26.0,98.0,27.0,141.0,5.556,1.358
