Rk,Gcar,Date,Tm,Unnamed: 5,Opp,Rslt,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,FIP,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,dbl,game_date,team_id,opp_id,game_id,season,IP_real,IP_real_20,H_20,BF_20,HR_20,R_20,ER_20,BB_20,SO_20,XB_against_20,TB_against_20,ERA_20,WHIP_20,IP_real_5,H_5,BF_5,HR_5,R_5,ER_5,BB_5,SO_5,XB_against_5,TB_against_5,ERA_5,WHIP_5,IP_real_current,H_current,BF_current,HR_current,R_current,ER_current,BB_current,SO_current,XB_against_current,TB_against_current,ERA_current,WHIP_current
1,217,2021-04-10,WSN,@,LAD,"L,5-9",GS-5,L(0-1),99,4.1,6.0,6.0,6.0,3.0,5.0,1.0,0,12.46,5.94,21.0,,,16,10,4,9,4,0,0,29,,,0,0,0,18,2.0,0.0,0.0,1,0,0,0.86,-0.357,0.78,-0.19%,-4.07,,,1b start a 1,5b -2- 1 out d5,,2021-04-10,120,119,632191,2021,4.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2,218,2021-04-15,WSN,,ARI,"L,6-11",GS-2,L(0-2),4,2.0,6.0,10.0,9.0,4.0,1.0,3.0,2,21.32,13.75,19.0,63.0,35.0,9,4,4,8,2,0,0,3,,,1,0,0,13,0.0,0.0,0.0,0,0,0,1.29,-0.773,1.08,-0.39%,-9.03,,,1t start tie,2t 3 out d6,,2021-04-15,120,109,634481,2021,2.0,4.333,6.0,21.0,1.0,6.0,6.0,3.0,5.0,3.0,11.0,12.462,2.077,4.333,6.0,21.0,1.0,6.0,6.0,3.0,5.0,3.0,11.0,12.462,2.077,4.333,6.0,21.0,1.0,6.0,6.0,3.0,5.0,3.0,11.0,12.462,2.077
3,219,2021-04-20,WSN,,STL,"W,3-2",GS-6,,4,6.0,4.0,0.0,0.0,0.0,5.0,0.0,0,10.95,7.79,21.0,,,12,8,7,9,4,1,0,69,,,0,0,0,21,1.0,0.0,0.0,1,0,0,0.96,0.351,0.74,0.16%,2.91,,,1t start tie,6t 3 out tie,,2021-04-20,120,138,634509,2021,6.0,6.333,12.0,40.0,4.0,16.0,15.0,7.0,6.0,6.0,26.0,21.316,3.0,6.333,12.0,40.0,4.0,16.0,15.0,7.0,6.0,6.0,26.0,21.316,3.0,6.333,12.0,40.0,4.0,16.0,15.0,7.0,6.0,6.0,26.0,21.316,3.0
4,220,2021-04-25,WSN,@,NYM,"L,0-4",GS-5,L(0-3),4,4.0,7.0,4.0,4.0,3.0,3.0,2.0,0,10.47,8.44,21.0,79.0,48.0,12,11,6,9,4,1,0,32,,,0,1,1,18,1.0,0.0,0.0,0,0,0,0.66,-0.194,0.68,-0.12%,-2.42,,,1b start tie,5b 1-- 0 out d4,,2021-04-25,120,121,634344,2021,4.0,12.333,16.0,61.0,4.0,16.0,15.0,7.0,11.0,7.0,31.0,10.946,1.865,12.333,16.0,61.0,4.0,16.0,15.0,7.0,11.0,7.0,31.0,10.946,1.865,12.333,16.0,61.0,4.0,16.0,15.0,7.0,11.0,7.0,31.0,10.946,1.865
5,221,2021-05-01,WSN,,MIA,"W,7-2",GS-7,W(1-3),5,7.0,4.0,2.0,2.0,4.0,4.0,1.0,0,8.1,7.58,27.0,93.0,62.0,18,4,11,8,4,0,0,61,,,0,0,0,22,2.0,0.0,1.0,2,1,1,0.76,0.217,0.81,0.14%,1.4,,,1t start tie,7t 3 out a5,,2021-05-01,120,146,634304,2021,7.0,16.333,23.0,82.0,6.0,20.0,19.0,10.0,14.0,10.0,45.0,10.469,2.02,16.333,23.0,82.0,6.0,20.0,19.0,10.0,14.0,10.0,45.0,10.469,2.02,16.333,23.0,82.0,6.0,20.0,19.0,10.0,14.0,10.0,45.0,10.469,2.02
6,222,2021-05-07,WSN,@,NYY,"W,11-4",GS-6,,5,6.0,4.0,3.0,3.0,0.0,2.0,3.0,0,7.36,7.87,22.0,81.0,48.0,12,7,7,13,7,0,0,54,,,0,0,0,22,0.0,0.0,0.0,0,0,0,0.9,0.001,0.75,0.00%,0.13,,,1b start tie,6b 3 out tie,,2021-05-07,120,147,634234,2021,6.0,23.333,27.0,109.0,7.0,22.0,21.0,14.0,18.0,13.0,54.0,8.1,1.757,23.333,27.0,109.0,7.0,22.0,21.0,14.0,18.0,13.0,54.0,8.1,1.757,23.333,27.0,109.0,7.0,22.0,21.0,14.0,18.0,13.0,54.0,8.1,1.757
7,223,2021-05-13,WSN,,PHI,"W,5-1",GS-7,W(2-3),5,7.0,5.0,1.0,1.0,0.0,9.0,0.0,0,6.19,6.47,26.0,,,15,18,11,6,4,0,0,72,,,2,0,0,26,1.0,0.0,0.0,0,0,0,0.78,0.191,0.57,0.08%,2.4,,,1t start tie,7t 3 out a4,,2021-05-13,120,143,634103,2021,7.0,29.333,31.0,131.0,10.0,25.0,24.0,14.0,20.0,16.0,67.0,7.364,1.534,25.0,25.0,110.0,9.0,19.0,18.0,11.0,15.0,13.0,56.0,6.48,1.44,29.333,31.0,131.0,10.0,25.0,24.0,14.0,20.0,16.0,67.0,7.364,1.534
8,224,2021-05-18,WSN,@,CHC,"L,3-6",GS-5,,4,5.0,8.0,3.0,3.0,2.0,4.0,0.0,0,6.1,6.02,22.0,87.0,54.0,11,12,12,4,4,0,0,41,,,0,1,0,18,0.0,0.0,0.0,2,0,0,1.13,-0.138,0.85,-0.06%,-0.47,,,1b start tie,5b 3 out d1,,2021-05-18,120,112,634052,2021,5.0,36.333,36.0,157.0,10.0,26.0,25.0,14.0,29.0,17.0,73.0,6.193,1.376,30.0,24.0,117.0,6.0,10.0,10.0,7.0,23.0,11.0,47.0,3.0,1.033,36.333,36.0,157.0,10.0,26.0,25.0,14.0,29.0,17.0,73.0,6.193,1.376
9,225,2021-05-23,WSN,,BAL,"W,6-5",GS-6,W(3-3),4,5.2,11.0,4.0,4.0,2.0,3.0,0.0,0,6.13,5.68,27.0,,,15,12,12,10,6,1,0,32,,,0,0,0,23,2.0,0.0,0.0,3,1,0,1.28,-0.091,0.98,-0.04%,-1.31,,,1t start tie,6t 1-- 2 out a2,,2021-05-23,120,110,633977,2021,5.667,41.333,44.0,179.0,10.0,29.0,28.0,16.0,33.0,17.0,81.0,6.097,1.452,29.0,28.0,118.0,6.0,13.0,13.0,9.0,22.0,10.0,50.0,4.034,1.276,41.333,44.0,179.0,10.0,29.0,28.0,16.0,33.0,17.0,81.0,6.097,1.452
10,226,2021-05-29,WSN,,MIL,"L,1-4",GS-5,L(3-4),5,5.0,4.0,4.0,4.0,2.0,5.0,1.0,0,6.23,5.61,20.0,78.0,47.0,12,9,6,7,3,0,0,46,,,0,1,1,18,1.0,1.0,0.0,0,0,0,0.54,-0.237,0.4,-0.11%,-1.57,,,1t start tie,5t 3 out d3,1.0,2021-05-29,120,158,633916,2021,5.0,47.0,55.0,206.0,10.0,33.0,32.0,18.0,36.0,19.0,94.0,6.128,1.553,30.667,32.0,124.0,4.0,13.0,13.0,8.0,22.0,9.0,49.0,3.815,1.304,47.0,55.0,206.0,10.0,33.0,32.0,18.0,36.0,19.0,94.0,6.128,1.553
