game_id,start_time,home_team,away_team,runline,pick,runs_total,prediction,outcome,completed,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
777609,10:10,Detroit Tigers,Chicago Cubs,8.5,Under,7,0,0,1,Ian Happ,Kyle Tucker,Seiya Suzuki,Dansby Swanson,Pete Crow-Armstrong,Nico Hoerner,Michael Busch,Matt Shaw,Reese McGuire,Parker Meadows,Gleyber Torres,Kerry Carpenter,Riley Greene,Spencer Torkelson,Wenceel Pérez,Zach McKinstry,Jake Rogers,Trey Sweeney,Jameson Taillon,Tyler Holton
777600,11:10,Minnesota Twins,Toronto Blue Jays,8.0,Over,9,1,1,1,Bo Bichette,Vladimir Guerrero Jr.,Addison Barger,George Springer,Nathan Lukes,Ernie Clement,Andrés Giménez,Jonatan Clase,Tyler Heineman,Trevor Larnach,Ryan Jeffers,Carlos Correa,Matt Wallner,Ty France,Royce Lewis,Kody Clemens,Willi Castro,Harrison Bader,Kevin Gausman,Chris Paddack
777601,11:15,St. Louis Cardinals,Los Angeles Dodgers,8.0,Over,3,1,0,1,Shohei Ohtani,Mookie Betts,Freddie Freeman,Will Smith,Max Muncy,Andy Pages,Michael Conforto,Tommy Edman,Hyeseong Kim,Lars Nootbaar,Masyn Winn,Brendan Donovan,Willson Contreras,Alec Burleson,Iván Herrera,Nolan Gorman,Pedro Pagés,Victor Scott II,Yoshinobu Yamamoto,Erick Fedde
777610,13:05,Washington Nationals,Texas Rangers,8.0,Under,5,0,0,1,Sam Haggerty,Wyatt Langford,Josh Jung,Marcus Semien,Jake Burger,Adolis García,Jonah Heim,Kyle Higashioka,Ezequiel Duran,CJ Abrams,James Wood,Luis García Jr.,Josh Bell,Nathaniel Lowe,Robert Hassell III,Alex Call,Keibert Ruiz,José Tena,Jacob deGrom,Mitchell Parker
777607,13:05,Pittsburgh Pirates,Philadelphia Phillies,8.0,Under,3,0,0,1,Trea Turner,Kyle Schwarber,Alec Bohm,Nick Castellanos,J.T. Realmuto,Edmundo Sosa,Otto Kemp,Weston Wilson,Johan Rojas,Nick Gonzales,Andrew McCutchen,Bryan Reynolds,Alexander Canario,Ke'Bryan Hayes,Henry Davis,Tommy Pham,Jared Triolo,Isiah Kiner-Falefa,Ranger Suárez,Andrew Heaney
777598,13:05,San Francisco Giants,Atlanta Braves,7.5,Under,5,0,0,1,Ronald Acuña Jr.,Drake Baldwin,Austin Riley,Matt Olson,Marcell Ozuna,Michael Harris II,Ozzie Albies,Alex Verdugo,Nick Allen,Daniel Johnson,Heliot Ramos,Wilmer Flores,Matt Chapman,Dominic Smith,Willy Adames,Mike Yastrzemski,Patrick Bailey,Tyler Fitzgerald,Bryce Elder,Logan Webb
777612,13:10,Cincinnati Reds,Arizona Diamondbacks,9.0,Under,14,0,1,1,Geraldo Perdomo,Ketel Marte,Pavin Smith,Josh Naylor,Eugenio Suárez,Lourdes Gurriel Jr.,Randal Grichuk,Alek Thomas,Jose Herrera,TJ Friedl,Gavin Lux,Elly De La Cruz,Christian Encarnacion-Strand,Will Benson,Tyler Stephenson,Spencer Steer,Jake Fraley,Matt McLain,Ryne Nelson,Nick Martinez
777606,13:10,Chicago White Sox,Kansas City Royals,8.0,Under,5,0,0,1,Jonathan India,Bobby Witt Jr.,Maikel Garcia,Vinnie Pasquantino,Salvador Perez,Jac Caglianone,Drew Waters,Michael Massey,Kyle Isbel,Mike Tauchman,Chase Meidroth,Andrew Benintendi,Miguel Vargas,Kyle Teel,Edgar Quero,Luis Robert Jr.,Josh Rojas,Tim Elko,Michael Wacha,Adrian Houser
777608,13:10,Cleveland Guardians,Houston Astros,6.5,Over,8,1,1,1,Jeremy Peña,Isaac Paredes,Jose Altuve,Christian Walker,Victor Caratini,Yainer Diaz,Jake Meyers,Mauricio Dubón,Brendan Rodgers,Steven Kwan,Angel Martínez,José Ramírez,Kyle Manzardo,Daniel Schneemann,Gabriel Arias,Bo Naylor,Nolan Jones,Will Wilson,Hunter Brown,Gavin Williams
777605,16:35,New York Yankees,Boston Red Sox,7.5,Under,17,0,1,1,Jarren Duran,Rafael Devers,Rob Refsnyder,Carlos Narváez,Romy Gonzalez,Abraham Toro,Trevor Story,Ceddanne Rafaela,Kristian Campbell,Paul Goldschmidt,Ben Rice,Aaron Judge,Cody Bellinger,Jasson Domínguez,DJ LeMahieu,Austin Wells,Pablo Reyes,Oswald Peraza,Garrett Crochet,Ryan Yarbrough
