game_id,start_time,home_team,away_team,runline,pick,runs_total,prediction,outcome,completed,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
777834,09:35,Pittsburgh Pirates,Cincinnati Reds,8.0,Over,3,1,0,0,TJ Friedl,Santiago Espinal,Elly De La Cruz,Austin Hays,Spencer Steer,Tyler Stephenson,Connor Joe,Matt McLain,Rece Hinds,Oneil Cruz,Isiah Kiner-Falefa,Bryan Reynolds,Spencer Horwitz,Alexander Canario,Ke'Bryan Hayes,Adam Frazier,Tommy Pham,Henry Davis,Brady Singer,Andrew Heaney
777832,10:10,Tampa Bay Rays,Houston Astros,8.5,Under,4,0,0,0,Jeremy Peña,Isaac Paredes,Jose Altuve,Yainer Diaz,Christian Walker,Jake Meyers,Cam Smith,Brendan Rodgers,Mauricio Dubón,Yandy Díaz,Josh Lowe,Brandon Lowe,Jonathan Aranda,José Caballero,Chandler Simpson,Kameron Misner,Curtis Mead,Ben Rortvedt,Hunter Brown,Taj Bradley
777833,10:10,Miami Marlins,Chicago Cubs,9.0,Under,2,0,0,0,Ian Happ,Kyle Tucker,Seiya Suzuki,Pete Crow-Armstrong,Michael Busch,Dansby Swanson,Nico Hoerner,Miguel Amaya,Matt Shaw,Jesús Sánchez,Agustín Ramírez,Eric Wagaman,Kyle Stowers,Otto Lopez,Connor Norby,Matt Mervis,Graham Pauley,Derek Hill,Cade Horton,Max Meyer
777831,15:45,Boston Red Sox,New York Mets,8.0,Under,0,0,0,0,,,,,,,,,,,,,,,,,,,,
777827,10:15,St. Louis Cardinals,Detroit Tigers,9.0,Over,1,1,0,0,Kerry Carpenter,Justyn-Henry Malloy,Zach McKinstry,Riley Greene,Spencer Torkelson,Colt Keith,Dillon Dingler,Trey Sweeney,Javier Báez,Masyn Winn,Brendan Donovan,Willson Contreras,Iván Herrera,Alec Burleson,Nolan Arenado,Nolan Gorman,Jordan Walker,Victor Scott II,Brant Hurter,Andre Pallante
777825,15:45,Washington Nationals,Atlanta Braves,8.5,Under,0,0,0,0,,,,,,,,,,,,,,,,,,,,
777830,11:10,Chicago White Sox,Seattle Mariners,8.5,Under,0,0,0,0,J.P. Crawford,Jorge Polanco,Julio Rodríguez,Cal Raleigh,Randy Arozarena,Rowdy Tellez,Leody Taveras,Dylan Moore,Ben Williamson,Chase Meidroth,Miguel Vargas,Matt Thaiss,Luis Robert Jr.,Lenyn Sosa,Joshua Palacios,Andrew Vaughn,Tim Elko,Josh Rojas,Logan Evans,Shane Smith
777826,10:10,Milwaukee Brewers,Baltimore Orioles,8.5,Under,0,0,0,0,Jackson Holliday,Adley Rutschman,Gunnar Henderson,Ryan Mountcastle,Ryan O'Hearn,Cedric Mullins,Emmanuel Rivera,Heston Kjerstad,Dylan Carlson,Brice Turang,Jackson Chourio,Christian Yelich,Rhys Hoskins,Sal Frelick,Eric Haase,Jake Bauers,Caleb Durbin,Joey Ortiz,Tomoyuki Sugano,Chad Patrick
777835,16:05,New York Yankees,Texas Rangers,7.5,Under,0,0,0,0,,,,,,,,,,,,,,,,,,,,
777819,12:45,San Francisco Giants,Kansas City Royals,7.5,Over,0,1,0,0,Maikel Garcia,Bobby Witt Jr.,Vinnie Pasquantino,Salvador Perez,Mark Canha,Drew Waters,Freddy Fermin,Michael Massey,Kyle Isbel,Heliot Ramos,Matt Chapman,Jung Hoo Lee,Wilmer Flores,Willy Adames,Mike Yastrzemski,Tyler Fitzgerald,Patrick Bailey,LaMonte Wade Jr.,Daniel Lynch IV,Logan Webb
777837,16:07,Toronto Blue Jays,San Diego Padres,8.5,Under,0,0,0,0,,,,,,,,,,,,,,,,,,,,
777823,17:40,Colorado Rockies,Philadelphia Phillies,11.5,Under,0,0,0,0,,,,,,,,,,,,,,,,,,,,
777829,10:10,Minnesota Twins,Cleveland Guardians,7.5,Under,0,0,0,0,,,,,,,,,,,,,,,,,,,,
777828,19:05,Athletics,Los Angeles Angels,10.5,Under,0,0,0,0,,,,,,,,,,,,,,,,,,,,
777824,19:10,Los Angeles Dodgers,Arizona Diamondbacks,9.0,Under,0,0,0,0,,,,,,,,,,,,,,,,,,,,
