game_id,start_time,home_team,away_team,runline,pick,runs_total,prediction,outcome,completed,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
777172,11:10,Chicago White Sox,Toronto Blue Jays,8.0,Under,3,0,0,1,Nathan Lukes,Bo Bichette,Vladimir Guerrero Jr.,Addison Barger,Will Wagner,Joey Loperfido,Myles Straw,Tyler Heineman,Leo Jiménez,Chase Meidroth,Austin Slater,Miguel Vargas,Edgar Quero,Luis Robert Jr.,Lenyn Sosa,Tim Elko,Colson Montgomery,Michael A. Taylor,Eric Lauer,Adrian Houser
777175,11:10,Milwaukee Brewers,Los Angeles Dodgers,8.5,Under,5,0,0,1,Shohei Ohtani,Mookie Betts,Will Smith,Freddie Freeman,Andy Pages,Tommy Edman,Miguel Rojas,Esteury Ruiz,James Outman,Sal Frelick,William Contreras,Jackson Chourio,Christian Yelich,Isaac Collins,Brice Turang,Caleb Durbin,Jake Bauers,Joey Ortiz,Tyler Glasnow,Jose Quintana
777163,12:45,San Francisco Giants,Philadelphia Phillies,8.0,Under,13,0,1,1,Trea Turner,Kyle Schwarber,Bryce Harper,Alec Bohm,Nick Castellanos,Max Kepler,J.T. Realmuto,Bryson Stott,Brandon Marsh,Heliot Ramos,Rafael Devers,Willy Adames,Matt Chapman,Wilmer Flores,Casey Schmitt,Jung Hoo Lee,Luis Matos,Andrew Knizner,Jesús Luzardo,Justin Verlander
777182,14:10,Detroit Tigers,Tampa Bay Rays,8.0,Under,10,0,1,1,Yandy Díaz,Jonathan Aranda,Junior Caminero,Josh Lowe,Jake Mangum,Chandler Simpson,Ha-Seong Kim,Taylor Walls,Danny Jansen,Colt Keith,Gleyber Torres,Wenceel Pérez,Riley Greene,Spencer Torkelson,Zach McKinstry,Matt Vierling,Parker Meadows,Jake Rogers,Zack Littell,Reese Olson
777184,16:05,New York Yankees,Seattle Mariners,10.0,Under,15,0,1,1,J.P. Crawford,Julio Rodríguez,Cal Raleigh,Randy Arozarena,Jorge Polanco,Luke Raley,Dominic Canzone,Ben Williamson,Cole Young,Jasson Domínguez,Aaron Judge,Cody Bellinger,Giancarlo Stanton,Jazz Chisholm Jr.,Paul Goldschmidt,Austin Wells,Anthony Volpe,Oswald Peraza,Logan Evans,Cam Schlittler
777179,16:10,Boston Red Sox,Colorado Rockies,9.0,Under,12,0,1,1,Tyler Freeman,Jordan Beck,Ryan McMahon,Michael Toglia,Brenton Doyle,Orlando Arcia,Yanquiel Fernández,Kyle Farmer,Austin Nola,Jarren Duran,Roman Anthony,Trevor Story,Wilyer Abreu,Carlos Narváez,Masataka Yoshida,Romy Gonzalez,Marcelo Mayer,David Hamilton,Antonio Senzatela,Lucas Giolito
777177,16:40,Kansas City Royals,Pittsburgh Pirates,8.5,Under,7,0,0,1,Tommy Pham,Andrew McCutchen,Bryan Reynolds,Nick Gonzales,Oneil Cruz,Ke'Bryan Hayes,Joey Bart,Jared Triolo,Isiah Kiner-Falefa,Jonathan India,Bobby Witt Jr.,Vinnie Pasquantino,Maikel Garcia,Salvador Perez,Jac Caglianone,Nick Loftin,Freddy Fermin,Tyler Tolbert,Bailey Falter,Kris Bubic
777178,16:45,St. Louis Cardinals,Washington Nationals,8.0,Over,10,1,1,1,CJ Abrams,James Wood,Amed Rosario,Josh Bell,Nathaniel Lowe,Alex Call,Brady House,Riley Adams,Jacob Young,Brendan Donovan,Masyn Winn,Willson Contreras,Alec Burleson,Nolan Arenado,Yohel Pozo,Lars Nootbaar,Pedro Pagés,Victor Scott II,MacKenzie Gore,Andre Pallante
777183,16:10,Cincinnati Reds,Miami Marlins,9.0,Under,9,0,push,1,Xavier Edwards,Agustín Ramírez,Heriberto Hernandez,Otto Lopez,Eric Wagaman,Dane Myers,Connor Norby,Derek Hill,Nick Fortes,TJ Friedl,Matt McLain,Elly De La Cruz,Austin Hays,Gavin Lux,Spencer Steer,Tyler Stephenson,Will Benson,Noelvi Marte,Sandy Alcantara,Andrew Abbott
777173,16:40,Minnesota Twins,Chicago Cubs,9.5,Over,6,1,0,1,Ian Happ,Kyle Tucker,Seiya Suzuki,Pete Crow-Armstrong,Michael Busch,Dansby Swanson,Nico Hoerner,Reese McGuire,Jon Berti,Byron Buxton,Willi Castro,Trevor Larnach,Ryan Jeffers,Carlos Correa,Royce Lewis,Matt Wallner,Ty France,Harrison Bader,Cade Horton,David Festa
