game_id,home_team,away_team,runline,pick,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
776861,Detroit Tigers,Minnesota Twins,8.0,Over,,,,,,,,,,Colt Keith,Gleyber Torres,Kerry Carpenter,Spencer Torkelson,Wenceel Pérez,Matt Vierling,Zach McKinstry,Jahmai Jones,Jake Rogers,,Chris Paddack
776866,Pittsburgh Pirates,San Francisco Giants,7.5,Over,,,,,,,,,,Spencer Horwitz,Tommy Pham,Bryan Reynolds,Oneil Cruz,Nick Gonzales,Jack Suwinski,Henry Davis,Jared Triolo,Isiah Kiner-Falefa,,Mike Burrows
776868,Philadelphia Phillies,Baltimore Orioles,9.5,Over,,,,,,,,,,Trea Turner,Kyle Schwarber,Bryce Harper,J.T. Realmuto,Nick Castellanos,Brandon Marsh,Max Kepler,Edmundo Sosa,Bryson Stott,,Taijuan Walker
776865,Washington Nationals,Athletics,8.5,Under,Shea Langeliers,Nick Kurtz,Brent Rooker,JJ Bleday,Colby Thomas,Darell Hernaiz,Tyler Soderstrom,Gio Urshela,Max Schuemann,CJ Abrams,James Wood,Luis García Jr.,Josh Bell,Nathaniel Lowe,Brady House,Daylen Lile,Drew Millas,Jacob Young,Luis Severino,MacKenzie Gore
776863,New York Mets,Cleveland Guardians,8.5,Over,,,,,,,,,,Starling Marte,Francisco Lindor,Juan Soto,Pete Alonso,Brandon Nimmo,Mark Vientos,Jeff McNeil,Francisco Alvarez,Tyrone Taylor,,Clay Holmes
776864,Boston Red Sox,Kansas City Royals,8.0,Over,Jonathan India,Bobby Witt Jr.,Vinnie Pasquantino,Maikel Garcia,Salvador Perez,Randal Grichuk,Nick Loftin,Luke Maile,John Rave,Jarren Duran,Alex Bregman,Wilyer Abreu,Trevor Story,Masataka Yoshida,Carlos Narváez,Abraham Toro,Romy Gonzalez,David Hamilton,Ryan Bergert,Garrett Crochet
776860,Chicago Cubs,Cincinnati Reds,7.5,Over,,,,,,,,,,,,,,,,,,,,
776869,Atlanta Braves,Milwaukee Brewers,7.5,Over,,,,,,,,,,Jurickson Profar,Matt Olson,Drake Baldwin,Sean Murphy,Michael Harris II,Ozzie Albies,Eli White,Nacho Alvarez Jr.,Nick Allen,,Joey Wentz
776855,Texas Rangers,New York Yankees,8.0,Over,,,,,,,,,,,,,,,,,,,,
776854,Colorado Rockies,Toronto Blue Jays,11.5,Over,,,,,,,,,,,,,,,,,,,,
776848,Los Angeles Angels,Tampa Bay Rays,8.5,Over,,,,,,,,,,,,,,,,,,,,
776852,Arizona Diamondbacks,San Diego Padres,9.0,Over,,,,,,,,,,,,,,,,,,,,
776857,Seattle Mariners,Chicago White Sox,7.5,Over,,,,,,,,,,,,,,,,,,,,
776858,Los Angeles Dodgers,St. Louis Cardinals,9.0,Over,,,,,,,,,,,,,,,,,,,,
