game_id,home_team,away_team,runline,pick,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
778389,Pittsburgh Pirates,St. Louis Cardinals,8.0,Under,Lars Nootbaar,Willson Contreras,Brendan Donovan,Nolan Arenado,Alec Burleson,Pedro Pagés,Victor Scott II,Thomas Saggese,Masyn Winn,Jack Suwinski,Bryan Reynolds,Andrew McCutchen,Joey Bart,Ke'Bryan Hayes,Endy Rodríguez,Adam Frazier,Tommy Pham,Tsung-Che Cheng,Erick Fedde,Mitch Keller
778381,Athletics,San Diego Padres,10.0,Over,Luis Arraez,Xander Bogaerts,Manny Machado,Gavin Sheets,Oscar Gonzalez,Jose Iglesias,Jason Heyward,Brandon Lockridge,Martín Maldonado,Lawrence Butler,Brent Rooker,Tyler Soderstrom,Shea Langeliers,JJ Bleday,Miguel Andujar,Jacob Wilson,Luis Urías,Max Muncy,Randy Vásquez,Osvaldo Bido
778385,Chicago Cubs,Texas Rangers,7.5,Under,Marcus Semien,Corey Seager,Josh Jung,Adolis García,Jake Burger,Kyle Higashioka,Kevin Pillar,Jonah Heim,Leody Taveras,Ian Happ,Kyle Tucker,Seiya Suzuki,Michael Busch,Dansby Swanson,Nico Hoerner,Pete Crow-Armstrong,Matt Shaw,Miguel Amaya,Tyler Mahle,Shota Imanaga
778390,New York Mets,Miami Marlins,7.0,Under,Xavier Edwards,Kyle Stowers,Jonah Bride,Matt Mervis,Dane Myers,Griffin Conine,Nick Fortes,Graham Pauley,Javier Sanoja,Francisco Lindor,Juan Soto,Pete Alonso,Brandon Nimmo,Starling Marte,Mark Vientos,Brett Baty,Tyrone Taylor,Hayden Senger,Max Meyer,Tylor Megill
778387,Detroit Tigers,New York Yankees,7.0,Under,Ben Rice,Aaron Judge,Cody Bellinger,Paul Goldschmidt,Jazz Chisholm Jr.,Anthony Volpe,Jasson Domínguez,J.C. Escarra,Oswaldo Cabrera,Justyn-Henry Malloy,Andy Ibáñez,Riley Greene,Spencer Torkelson,Dillon Dingler,Colt Keith,Javier Báez,Ryan Kreidler,Zach McKinstry,Max Fried,Jack Flaherty
778380,Arizona Diamondbacks,Baltimore Orioles,9.0,Under,Gunnar Henderson,Adley Rutschman,Ryan O'Hearn,Tyler O'Neill,Cedric Mullins,Ryan Mountcastle,Heston Kjerstad,Ramón Urías,Jackson Holliday,Corbin Carroll,Geraldo Perdomo,Pavin Smith,Josh Naylor,Eugenio Suárez,Alek Thomas,Jake McCarthy,Tim Tawa,Jose Herrera,Dean Kremer,Brandon Pfaadt
778376,San Francisco Giants,Cincinnati Reds,7.5,Under,TJ Friedl,Santiago Espinal,Elly De La Cruz,Gavin Lux,Christian Encarnacion-Strand,Will Benson,Spencer Steer,Jake Fraley,Austin Wynns,LaMonte Wade Jr.,Willy Adames,Jung Hoo Lee,Matt Chapman,Heliot Ramos,Mike Yastrzemski,Wilmer Flores,Patrick Bailey,Tyler Fitzgerald,Nick Martinez,Justin Verlander
778392,Washington Nationals,Los Angeles Dodgers,9.0,Under,Shohei Ohtani,Mookie Betts,Tommy Edman,Teoscar Hernández,Michael Conforto,Will Smith,Max Muncy,Enrique Hernández,Andy Pages,CJ Abrams,James Wood,Keibert Ruiz,Nathaniel Lowe,Josh Bell,Luis García Jr.,Alex Call,Paul DeJong,Dylan Crews,Landon Knack,Jake Irvin
778383,Seattle Mariners,Houston Astros,7.5,Under,Jose Altuve,Isaac Paredes,Yordan Alvarez,Christian Walker,Jeremy Peña,Victor Caratini,Brendan Rodgers,Jake Meyers,Cam Smith,Julio Rodríguez,Jorge Polanco,Cal Raleigh,Randy Arozarena,Luke Raley,Rowdy Tellez,Dylan Moore,Miles Mastrobuoni,J.P. Crawford,Hunter Brown,Luis F. Castillo
778386,Boston Red Sox,Toronto Blue Jays,8.5,Under,Bo Bichette,Vladimir Guerrero Jr.,Anthony Santander,Andrés Giménez,Will Wagner,Alejandro Kirk,Alan Roden,Ernie Clement,Nathan Lukes,Jarren Duran,Rafael Devers,Alex Bregman,Triston Casas,Trevor Story,Wilyer Abreu,Kristian Campbell,David Hamilton,Carlos Narváez,Kevin Gausman,Tanner Houck
778391,Cleveland Guardians,Chicago White Sox,7.5,Over,Luis Robert Jr.,Andrew Vaughn,Austin Slater,Miguel Vargas,Lenyn Sosa,Korey Lee,Michael A. Taylor,Jacob Amaya,Mike Tauchman,Steven Kwan,José Ramírez,Carlos Santana,Kyle Manzardo,Jhonkensy Noel,Nolan Jones,Gabriel Arias,Daniel Schneemann,Austin Hedges,Sean Burke,Logan Allen
778393,Atlanta Braves,Philadelphia Phillies,8.5,Over,Kyle Schwarber,Trea Turner,Bryce Harper,Alec Bohm,Max Kepler,Nick Castellanos,J.T. Realmuto,Bryson Stott,Brandon Marsh,Michael Harris II,Ozzie Albies,Marcell Ozuna,Matt Olson,Austin Riley,Sean Murphy,Bryan De La Cruz,Jarred Kelenic,Orlando Arcia,Taijuan Walker,Grant Holmes
778388,Kansas City Royals,Minnesota Twins,7.5,Under,Matt Wallner,Willi Castro,Carlos Correa,Trevor Larnach,Ty France,Edouard Julien,Harrison Bader,DaShawn Keirsey Jr.,Christian Vázquez,Jonathan India,Bobby Witt Jr.,Vinnie Pasquantino,Salvador Perez,Michael Massey,Hunter Renfroe,Cavan Biggio,Maikel Garcia,Kyle Isbel,Joe Ryan,Seth Lugo
778399,Tampa Bay Rays,Los Angeles Angels,8.0,Over,Taylor Ward,Nolan Schanuel,Mike Trout,Jorge Soler,Logan O'Hoppe,Yoán Moncada,Kyren Paris,Tim Anderson,Kevin Newman,Yandy Díaz,Junior Caminero,Curtis Mead,Christopher Morel,Danny Jansen,José Caballero,Coco Montes,Jake Mangum,Taylor Walls,Yusei Kikuchi,Ryan Pepiot
