game_id,home_team,away_team,runline,pick,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
776477,Washington Nationals,Miami Marlins,9.0,Under,Xavier Edwards,Agustín Ramírez,Jakob Marsee,Otto Lopez,Heriberto Hernández,Connor Norby,Eric Wagaman,Joey Wiemer,Javier Sanoja,James Wood,Daylen Lile,Josh Bell,Luis García Jr.,Dylan Crews,Jorge Alfaro,Robert Hassell III,Brady House,Nasim Nuñez,Eury Pérez,Mitchell Parker
776468,Arizona Diamondbacks,Texas Rangers,9.0,Under,Josh Smith,Wyatt Langford,Joc Pederson,Jake Burger,Kyle Higashioka,Cody Freeman,Alejandro Osuna,Ezequiel Duran,Michael Helman,Geraldo Perdomo,Ketel Marte,Corbin Carroll,Gabriel Moreno,Adrian Del Castillo,Blaze Alexander,Alek Thomas,Tyler Locklear,Jake McCarthy,Jack Leiter,Zac Gallen
776478,Detroit Tigers,New York Mets,9.0,Under,Francisco Lindor,Juan Soto,Pete Alonso,Brandon Nimmo,Mark Vientos,Jeff McNeil,Starling Marte,Brett Baty,Hayden Senger,Colt Keith,Gleyber Torres,Kerry Carpenter,Riley Greene,Spencer Torkelson,Wenceel Pérez,Zach McKinstry,Javier Báez,Jake Rogers,Clay Holmes,Casey Mize
776465,San Diego Padres,Baltimore Orioles,8.5,Under,Jackson Holliday,Jeremiah Jackson,Ryan Mountcastle,Emmanuel Rivera,Dylan Carlson,Colton Cowser,Coby Mayo,Alex Jackson,Luis Vázquez,Fernando Tatis Jr.,Luis Arraez,Manny Machado,Ryan O'Hearn,Ramón Laureano,Jackson Merrill,Jake Cronenworth,Jose Iglesias,Elias Díaz,Cade Povich,Nestor Cortes
776479,Pittsburgh Pirates,Los Angeles Dodgers,8.5,Over,Shohei Ohtani,Mookie Betts,Will Smith,Freddie Freeman,Teoscar Hernández,Alex Call,Andy Pages,Alex Freeland,Enrique Hernández,Jared Triolo,Spencer Horwitz,Bryan Reynolds,Tommy Pham,Andrew McCutchen,Nick Gonzales,Oneil Cruz,Joey Bart,Cam Devanney,Emmet Sheehan,Braxton Ashcraft
776474,Boston Red Sox,Cleveland Guardians,8.5,Over,Steven Kwan,Angel Martínez,José Ramírez,Kyle Manzardo,Jhonkensy Noel,Bo Naylor,Gabriel Arias,C.J. Kayfus,Brayan Rocchio,Nate Eaton,Alex Bregman,Trevor Story,Romy Gonzalez,Rob Refsnyder,Jarren Duran,Ceddanne Rafaela,Nick Sogard,Connor Wong,Joey Cantillo,Brennan Bernardino
776475,Cincinnati Reds,Toronto Blue Jays,9.0,Over,George Springer,Addison Barger,Vladimir Guerrero Jr.,Bo Bichette,Daulton Varsho,Alejandro Kirk,Ty France,Andrés Giménez,Ernie Clement,TJ Friedl,Noelvi Marte,Elly De La Cruz,Austin Hays,Gavin Lux,Spencer Steer,Ke'Bryan Hayes,Jose Trevino,Matt McLain,Shane Bieber,Zack Littell
776476,Tampa Bay Rays,Seattle Mariners,8.5,Under,Randy Arozarena,Cal Raleigh,Julio Rodríguez,Josh Naylor,Eugenio Suárez,Jorge Polanco,Dominic Canzone,Mitch Garver,J.P. Crawford,Chandler Simpson,Yandy Díaz,Brandon Lowe,Junior Caminero,Josh Lowe,Jake Mangum,Hunter Feduccia,Carson Williams,Bob Seymour,George Kirby,Adrian Houser
776466,Kansas City Royals,Los Angeles Angels,9.0,Under,Zach Neto,Yoán Moncada,Taylor Ward,Jo Adell,Luis Rengifo,Chris Taylor,Logan O'Hoppe,Oswald Peraza,Bryce Teodosio,Mike Yastrzemski,Bobby Witt Jr.,Vinnie Pasquantino,Maikel Garcia,Salvador Perez,Adam Frazier,Michael Massey,Jac Caglianone,Kyle Isbel,Caden Dana,Ryan Bergert
776469,Minnesota Twins,Chicago White Sox,8.5,Under,Kyle Teel,Lenyn Sosa,Colson Montgomery,Edgar Quero,Andrew Benintendi,Curtis Mead,Brooks Baldwin,Michael A. Taylor,Chase Meidroth,Byron Buxton,Trevor Larnach,Luke Keaschall,Matt Wallner,Ryan Jeffers,Brooks Lee,Royce Lewis,Edouard Julien,Austin Martin,Yoendrys Gómez,Zebby Matthews
