game_id,home_team,away_team,runline,pick,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
777663,Pittsburgh Pirates,Houston Astros,7.0,Under,,,,,,,,,,Oneil Cruz,Andrew McCutchen,Bryan Reynolds,Spencer Horwitz,Alexander Canario,Nick Gonzales,Henry Davis,Ke'Bryan Hayes,Isiah Kiner-Falefa,,Paul Skenes
777659,Washington Nationals,Chicago Cubs,9.5,Under,Ian Happ,Seiya Suzuki,Pete Crow-Armstrong,Carson Kelly,Michael Busch,Dansby Swanson,Nico Hoerner,Justin Turner,Matt Shaw,CJ Abrams,James Wood,Nathaniel Lowe,Luis García Jr.,Josh Bell,Robert Hassell III,Keibert Ruiz,José Tena,Daylen Lile,Cade Horton,Trevor Williams
777666,Miami Marlins,Colorado Rockies,8.5,Under,Jordan Beck,Thairo Estrada,Hunter Goodman,Ryan McMahon,Brenton Doyle,Orlando Arcia,Kyle Farmer,Mickey Moniak,Tyler Freeman,Xavier Edwards,Jesús Sánchez,Agustín Ramírez,Kyle Stowers,Otto Lopez,Eric Wagaman,Dane Myers,Nick Fortes,Javier Sanoja,Chase Dollander,Sandy Alcantara
777665,Toronto Blue Jays,Philadelphia Phillies,8.5,Under,,,,,,,,,,,,,,,,,,,,
777664,New York Yankees,Cleveland Guardians,8.0,Over,,,,,,,,,,Trent Grisham,Ben Rice,Aaron Judge,Cody Bellinger,Paul Goldschmidt,Jazz Chisholm Jr.,Anthony Volpe,J.C. Escarra,DJ LeMahieu,,Carlos Rodón
777667,Boston Red Sox,Los Angeles Angels,9.0,Over,Zach Neto,Nolan Schanuel,Mike Trout,Taylor Ward,Jorge Soler,Travis d'Arnaud,Luis Rengifo,Jo Adell,Chris Taylor,Jarren Duran,Rafael Devers,Rob Refsnyder,Romy Gonzalez,Abraham Toro,Trevor Story,Ceddanne Rafaela,Connor Wong,Kristian Campbell,Yusei Kikuchi,Brayan Bello
777668,Cincinnati Reds,Milwaukee Brewers,8.0,Under,,,,,,,,,,TJ Friedl,Gavin Lux,Elly De La Cruz,Tyler Stephenson,Spencer Steer,Will Benson,Santiago Espinal,Jake Fraley,Matt McLain,,Hunter Greene
777662,Tampa Bay Rays,Texas Rangers,7.5,Under,,,,,,,,,,Josh Lowe,Brandon Lowe,Yandy Díaz,Jonathan Aranda,Junior Caminero,Jake Mangum,Kameron Misner,Danny Jansen,Taylor Walls,,Drew Rasmussen
777655,Seattle Mariners,Baltimore Orioles,7.5,Under,,,,,,,,,,,,,,,,,,,,
777656,San Francisco Giants,San Diego Padres,7.5,Under,,,,,,,,,,,,,,,,,,,,
777672,Atlanta Braves,Arizona Diamondbacks,9.0,Under,Corbin Carroll,Ketel Marte,Geraldo Perdomo,Josh Naylor,Eugenio Suárez,Lourdes Gurriel Jr.,Pavin Smith,Gabriel Moreno,Alek Thomas,Ronald Acuña Jr.,Drake Baldwin,Austin Riley,Matt Olson,Marcell Ozuna,Ozzie Albies,Alex Verdugo,Nick Allen,Michael Harris II,Zac Gallen,Spencer Strider
777660,St. Louis Cardinals,Kansas City Royals,9.0,Over,,,,,,,,,,Lars Nootbaar,Masyn Winn,Brendan Donovan,Willson Contreras,Iván Herrera,Nolan Arenado,Alec Burleson,Nolan Gorman,Victor Scott II,,Andre Pallante
777657,Los Angeles Dodgers,New York Mets,9.0,Under,,,,,,,,,,,,,,,,,,,,
