game_id,start_time,home_team,away_team,runline,pick,runs_total,prediction,outcome,completed,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
778431,10:15,Atlanta Braves,Miami Marlins,7.5,Under,0,0,0,0,,,,,,,,,,,,,,,,,,,,
778443,10:35,Boston Red Sox,St. Louis Cardinals,9.5,Over,9,1,0,1,Lars Nootbaar,Iván Herrera,Willson Contreras,Nolan Arenado,Luken Baker,Jordan Walker,Thomas Saggese,Victor Scott II,Masyn Winn,Jarren Duran,Rafael Devers,Alex Bregman,Triston Casas,Trevor Story,Rob Refsnyder,Kristian Campbell,David Hamilton,Connor Wong,Andre Pallante,Sean Newcomb
778429,10:35,Washington Nationals,Arizona Diamondbacks,7.5,Under,9,0,1,1,Corbin Carroll,Geraldo Perdomo,Pavin Smith,Josh Naylor,Lourdes Gurriel Jr.,Eugenio Suárez,Alek Thomas,Jose Herrera,Garrett Hampson,CJ Abrams,Luis García Jr.,Keibert Ruiz,Nathaniel Lowe,James Wood,Josh Bell,Alex Call,Paul DeJong,Dylan Crews,Corbin Burnes,Trevor Williams
778432,16:10,Boston Red Sox,St. Louis Cardinals,9.0,Under,25,0,1,1,Lars Nootbaar,Willson Contreras,Brendan Donovan,Nolan Arenado,Alec Burleson,Jordan Walker,Pedro Pagés,Victor Scott II,Masyn Winn,Jarren Duran,Rafael Devers,Alex Bregman,Wilyer Abreu,Trevor Story,Kristian Campbell,Romy Gonzalez,Carlos Narváez,Ceddanne Rafaela,Miles Mikolas,Hunter Dobbins
778435,10:40,New York Mets,Toronto Blue Jays,7.0,Over,3,1,0,1,Bo Bichette,Vladimir Guerrero Jr.,Anthony Santander,Andrés Giménez,Alejandro Kirk,Ernie Clement,Davis Schneider,Tyler Heineman,Myles Straw,Francisco Lindor,Juan Soto,Pete Alonso,Brandon Nimmo,Jesse Winker,Mark Vientos,Brett Baty,Jose Siri,Hayden Senger,Bowden Francis,David Peterson
778434,10:35,Philadelphia Phillies,Los Angeles Dodgers,7.0,Over,15,1,1,1,Shohei Ohtani,Mookie Betts,Tommy Edman,Teoscar Hernández,Will Smith,Michael Conforto,Max Muncy,Enrique Hernández,Andy Pages,Kyle Schwarber,Trea Turner,Bryce Harper,Max Kepler,Nick Castellanos,Bryson Stott,Edmundo Sosa,Brandon Marsh,Rafael Marchán,Tyler Glasnow,Cristopher Sánchez
778428,10:35,Pittsburgh Pirates,New York Yankees,8.5,Over,9,1,1,1,Paul Goldschmidt,Cody Bellinger,Aaron Judge,Jazz Chisholm Jr.,Anthony Volpe,Austin Wells,Jasson Domínguez,Oswald Peraza,Trent Grisham,Ke'Bryan Hayes,Bryan Reynolds,Oneil Cruz,Joey Bart,Andrew McCutchen,Enmanuel Valdez,Tommy Pham,Adam Frazier,Isiah Kiner-Falefa,Will Warren,Andrew Heaney
778422,11:10,Kansas City Royals,Baltimore Orioles,8.0,Under,5,0,0,1,Gunnar Henderson,Adley Rutschman,Jordan Westburg,Tyler O'Neill,Ryan Mountcastle,Ramón Laureano,Gary Sánchez,Ramón Urías,Jorge Mateo,Jonathan India,Bobby Witt Jr.,Vinnie Pasquantino,Salvador Perez,Mark Canha,Michael Massey,Hunter Renfroe,Maikel Garcia,Freddy Fermin,Cade Povich,Kris Bubic
778433,10:40,Detroit Tigers,Chicago White Sox,7.5,Over,7,1,0,1,Mike Tauchman,Luis Robert Jr.,Andrew Benintendi,Andrew Vaughn,Matt Thaiss,Miguel Vargas,Brooks Baldwin,Jacob Amaya,Michael A. Taylor,Justyn-Henry Malloy,Andy Ibáñez,Spencer Torkelson,Manuel Margot,Dillon Dingler,Kerry Carpenter,Javier Báez,Ryan Kreidler,Zach McKinstry,Martín Pérez,Jackson Jobe
778421,11:10,Milwaukee Brewers,Cincinnati Reds,8.5,Over,10,1,1,1,TJ Friedl,Santiago Espinal,Elly De La Cruz,Gavin Lux,Jeimer Candelario,Christian Encarnacion-Strand,Spencer Steer,Jake Fraley,Austin Wynns,Brice Turang,Jackson Chourio,Christian Yelich,Garrett Mitchell,Sal Frelick,Jake Bauers,Joey Ortiz,Oliver Dunn,Eric Haase,Carson Spiers,Chad Patrick
