game_id,start_time,home_team,away_team,runline,pick,runs_total,prediction,outcome,completed,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
776551,15:40,Cincinnati Reds,St. Louis Cardinals,9.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
776552,15:45,Philadelphia Phillies,Atlanta Braves,9.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
776545,15:45,Washington Nationals,Tampa Bay Rays,9.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
776546,16:07,Toronto Blue Jays,Milwaukee Brewers,7.5,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
776549,16:10,Boston Red Sox,Pittsburgh Pirates,8.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
776547,16:10,Cleveland Guardians,Seattle Mariners,8.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
776543,17:10,Houston Astros,Los Angeles Angels,9.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
776540,17:10,Kansas City Royals,Detroit Tigers,9.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
776548,16:10,New York Mets,Miami Marlins,8.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
776544,16:40,Chicago White Sox,New York Yankees,9.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
776541,17:10,Minnesota Twins,San Diego Padres,8.5,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
776542,17:40,Colorado Rockies,Chicago Cubs,11.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
776534,19:10,Los Angeles Dodgers,Arizona Diamondbacks,8.5,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
776538,19:05,Athletics,Texas Rangers,10.5,Under,0,0,0,0,,,,,,,,,,,,,,,,,,,,
776533,19:15,San Francisco Giants,Baltimore Orioles,7.5,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
