game_id,home_team,away_team,runline,pick,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
777678,Texas Rangers,St. Louis Cardinals,7.5,Under,Lars Nootbaar,Masyn Winn,Brendan Donovan,Willson Contreras,Iván Herrera,Nolan Arenado,Alec Burleson,Pedro Pagés,Victor Scott II,Josh Smith,Wyatt Langford,Corey Seager,Josh Jung,Alejandro Osuna,Jake Burger,Jonah Heim,Marcus Semien,Sam Haggerty,Erick Fedde,Jacob deGrom
777684,Baltimore Orioles,Chicago White Sox,9.0,Under,Chase Meidroth,Mike Tauchman,Miguel Vargas,Andrew Benintendi,Lenyn Sosa,Joshua Palacios,Luis Robert Jr.,Edgar Quero,Josh Rojas,Jackson Holliday,Ramón Urías,Gunnar Henderson,Ryan O'Hearn,Coby Mayo,Dylan Carlson,Jorge Mateo,Heston Kjerstad,Maverick Handley,Adrian Houser,Charlie Morton
777692,Atlanta Braves,Boston Red Sox,8.0,Over,Jarren Duran,Rafael Devers,Wilyer Abreu,Abraham Toro,Marcelo Mayer,Trevor Story,Kristian Campbell,Connor Wong,Ceddanne Rafaela,Ronald Acuña Jr.,Austin Riley,Marcell Ozuna,Matt Olson,Ozzie Albies,Sean Murphy,Eli White,Michael Harris II,Nick Allen,Garrett Crochet,Bryce Elder
777688,Philadelphia Phillies,Milwaukee Brewers,8.0,Over,Jackson Chourio,William Contreras,Christian Yelich,Rhys Hoskins,Daz Cameron,Sal Frelick,Caleb Durbin,Joey Ortiz,Brice Turang,Trea Turner,Kyle Schwarber,Alec Bohm,Nick Castellanos,J.T. Realmuto,Edmundo Sosa,Weston Wilson,Bryson Stott,Johan Rojas,Jose Quintana,Ranger Suárez
777685,Toronto Blue Jays,Athletics,8.0,Over,Lawrence Butler,Jacob Wilson,Brent Rooker,Tyler Soderstrom,Miguel Andujar,Luis Urías,Drew Avans,Willie MacIver,Denzel Clarke,Bo Bichette,Vladimir Guerrero Jr.,George Springer,Alejandro Kirk,Addison Barger,Ernie Clement,Davis Schneider,Myles Straw,Jonatan Clase,JP Sears,Kevin Gausman
777686,New York Mets,Colorado Rockies,8.5,Under,Jordan Beck,Sam Hilliard,Ezequiel Tovar,Ryan McMahon,Brenton Doyle,Keston Hiura,Orlando Arcia,Tyler Freeman,Jacob Stallings,Francisco Lindor,Starling Marte,Juan Soto,Pete Alonso,Brett Baty,Luis Torrens,Mark Vientos,Tyrone Taylor,Luisangel Acuña,Carson Palmquist,Clay Holmes
777683,Cleveland Guardians,Los Angeles Angels,8.5,Over,Zach Neto,Nolan Schanuel,Taylor Ward,Jorge Soler,Logan O'Hoppe,Jo Adell,Luis Rengifo,Chris Taylor,Scott Kingery,Steven Kwan,Angel Martínez,José Ramírez,Kyle Manzardo,Carlos Santana,Daniel Schneemann,Bo Naylor,Gabriel Arias,Nolan Jones,Jack Kochanowicz,Gavin Williams
777689,Miami Marlins,San Francisco Giants,8.0,Under,Heliot Ramos,Tyler Fitzgerald,Wilmer Flores,Matt Chapman,Willy Adames,Casey Schmitt,Mike Yastrzemski,Patrick Bailey,Luis Matos,Xavier Edwards,Jesús Sánchez,Otto Lopez,Agustín Ramírez,Kyle Stowers,Eric Wagaman,Connor Norby,Liam Hicks,Javier Sanoja,Hayden Birdsong,Ryan Weathers
777677,Kansas City Royals,Detroit Tigers,8.5,Under,Justyn-Henry Malloy,Gleyber Torres,Riley Greene,Andy Ibáñez,Spencer Torkelson,Colt Keith,Javier Báez,Jake Rogers,Zach McKinstry,Jonathan India,Bobby Witt Jr.,Vinnie Pasquantino,Salvador Perez,Drew Waters,John Rave,Nick Loftin,Michael Massey,Kyle Isbel,Keider Montero,Kris Bubic
777690,Houston Astros,Tampa Bay Rays,7.5,Under,Josh Lowe,Brandon Lowe,Yandy Díaz,Jonathan Aranda,Junior Caminero,Jake Mangum,Kameron Misner,José Caballero,Matt Thaiss,Jeremy Peña,Isaac Paredes,Jose Altuve,Christian Walker,Yainer Diaz,Victor Caratini,Cam Smith,Jacob Melton,Mauricio Dubón,Taj Bradley,Hunter Brown
