game_id,start_time,home_team,away_team,runline,pick,runs_total,prediction,outcome,completed,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
778218,15:10,Cleveland Guardians,New York Yankees,8.5,Over,0,1,0,0,,,,,,,,,,Steven Kwan,Nolan Jones,José Ramírez,Kyle Manzardo,Carlos Santana,Bo Naylor,Angel Martínez,Daniel Schneemann,Brayan Rocchio,,Tanner Bibee
778221,15:40,Detroit Tigers,San Diego Padres,7.5,Under,0,0,0,0,,,,,,,,,,,,,,,,,,,,
778222,15:45,Washington Nationals,Baltimore Orioles,9.0,Under,0,0,0,0,,,,,,,,,,,,,,,,,,,,
778223,16:10,New York Mets,Philadelphia Phillies,8.0,Under,0,0,0,0,,,,,,,,,,,,,,,,,,,,
778224,15:45,Boston Red Sox,Seattle Mariners,9.0,Under,0,0,0,0,,,,,,,,,,,,,,,,,,,,
778219,15:40,Miami Marlins,Cincinnati Reds,8.5,Under,0,0,0,0,TJ Friedl,Matt McLain,Elly De La Cruz,Austin Hays,Gavin Lux,Jeimer Candelario,Noelvi Marte,Jake Fraley,Jose Trevino,,,,,,,,,,Nick Martinez,
778220,16:40,Chicago Cubs,Los Angeles Dodgers,8.5,Under,0,0,0,0,,,,,,,,,,,,,,,,,,,,
778216,16:40,Minnesota Twins,Chicago White Sox,8.5,Under,0,0,0,0,,,,,,,,,,Edouard Julien,Byron Buxton,Luke Keaschall,Trevor Larnach,Carlos Correa,Ty France,Ryan Jeffers,Brooks Lee,Harrison Bader,,Bailey Ober
778215,16:40,Kansas City Royals,Colorado Rockies,8.0,Under,0,0,0,0,Sean Bouchard,Kyle Farmer,Ryan McMahon,Hunter Goodman,Michael Toglia,Jacob Stallings,Mickey Moniak,Jordan Beck,Aaron Schunk,,,,,,,,,,Ryan Feltner,
778211,18:38,Los Angeles Angels,Pittsburgh Pirates,8.5,Under,0,0,0,0,,,,,,,,,,,,,,,,,,,,
778212,18:40,Arizona Diamondbacks,Tampa Bay Rays,9.0,Under,0,0,0,0,,,,,,,,,,,,,,,,,,,,
778217,17:10,Houston Astros,Toronto Blue Jays,8.0,Under,0,0,0,0,,,,,,,,,,,,,,,,,,,,
778213,19:05,Athletics,Texas Rangers,10.0,Under,0,0,0,0,,,,,,,,,,,,,,,,,,,,
778210,18:45,San Francisco Giants,Milwaukee Brewers,7.5,Under,0,0,0,0,,,,,,,,,,,,,,,,,,,,
