date,game_id,home_team,away_team,runline,runs_total,prediction,outcome
2025-05-06,778030,St. Louis Cardinals,Pittsburgh Pirates,7.0,3.0,0,0
2025-05-06,778027,Chicago Cubs,San Francisco Giants,8.5,19.0,0,1
2025-05-06,778032,Arizona Diamondbacks,New York Mets,9.0,6.0,0,0
2025-05-06,778025,Los Angeles Angels,Toronto Blue Jays,9.0,11.0,0,1
2025-05-06,778024,Athletics,Seattle Mariners,10.5,8.0,0,0
2025-08-05,776866,Pittsburgh Pirates,San Francisco Giants,7.5,9.0,1,1
2025-08-05,776861,Detroit Tigers,Minnesota Twins,8.0,9.0,1,1
2025-08-05,776862,Miami Marlins,Houston Astros,8.5,10.0,0,1
2025-08-05,776868,Philadelphia Phillies,Baltimore Orioles,9.5,5.0,0,0
2025-08-05,776864,Boston Red Sox,Kansas City Royals,7.5,8.0,1,1
2025-08-05,776865,Washington Nationals,Athletics,8.5,23.0,0,1
2025-08-05,776863,New York Mets,Cleveland Guardians,8.5,5.0,0,0
2025-08-05,776869,Atlanta Braves,Milwaukee Brewers,7.5,9.0,0,1
2025-08-05,776855,Texas Rangers,New York Yankees,8.0,2.0,0,0
2025-08-05,776860,Chicago Cubs,Cincinnati Reds,7.5,6.0,0,0
2025-08-05,776854,Colorado Rockies,Toronto Blue Jays,11.5,14.0,1,1
2025-08-05,776848,Los Angeles Angels,Tampa Bay Rays,8.0,10.0,0,1
2025-08-05,776852,Arizona Diamondbacks,San Diego Padres,8.5,15.0,0,1
2025-08-05,776857,Seattle Mariners,Chicago White Sox,7.5,11.0,0,1
2025-08-05,776858,Los Angeles Dodgers,St. Louis Cardinals,9.0,18.0,1,1
2025-08-02,776902,Chicago Cubs,Baltimore Orioles,7.5,7.0,0,0
2025-08-02,776901,Tampa Bay Rays,Los Angeles Dodgers,8.0,4.0,0,0
2025-08-02,776904,Colorado Rockies,Pittsburgh Pirates,10.0,13.0,0,1
2025-08-02,776900,Toronto Blue Jays,Kansas City Royals,8.0,6.0,1,0
2025-08-02,776912,Philadelphia Phillies,Detroit Tigers,6.5,12.0,1,1
2025-08-02,776903,Washington Nationals,Milwaukee Brewers,8.5,10.0,0,1
2025-08-02,776911,New York Mets,San Francisco Giants,8.5,18.0,0,1
2025-08-02,776909,Boston Red Sox,Houston Astros,9.5,10.0,1,1
2025-08-02,776905,Cleveland Guardians,Minnesota Twins,7.0,9.0,0,1
2025-08-02,776897,Seattle Mariners,Texas Rangers,7.5,10.0,0,1
2025-08-02,776910,Miami Marlins,New York Yankees,7.5,2.0,0,0
2025-08-02,776899,Athletics,Arizona Diamondbacks,10.0,9.0,0,0
2025-08-02,776898,Los Angeles Angels,Chicago White Sox,9.0,1.0,1,0
2025-08-02,776896,San Diego Padres,St. Louis Cardinals,8.5,13.0,1,1
2025-05-30,777720,Baltimore Orioles,Chicago White Sox,9.0,3.0,1,0
2025-05-30,777715,Philadelphia Phillies,Milwaukee Brewers,9.5,8.0,1,0
2025-05-30,777712,Chicago Cubs,Cincinnati Reds,9.0,8.0,0,0
2025-05-30,777716,Toronto Blue Jays,Athletics,8.5,18.0,1,1
2025-05-30,777721,Cleveland Guardians,Los Angeles Angels,8.5,5.0,1,0
2025-05-30,777718,New York Mets,Colorado Rockies,8.0,6.0,0,0
2025-05-30,777717,Miami Marlins,San Francisco Giants,8.5,2.0,1,0
2025-05-30,777709,Texas Rangers,St. Louis Cardinals,8.5,12.0,1,1
2025-05-30,777719,Atlanta Braves,Boston Red Sox,9.0,6.0,0,0
2025-05-30,777714,Houston Astros,Tampa Bay Rays,7.5,3.0,0,0
2025-05-30,777711,Kansas City Royals,Detroit Tigers,8.5,12.0,0,1
2025-05-30,777707,San Diego Padres,Pittsburgh Pirates,7.5,5.0,0,0
2025-05-30,777710,Arizona Diamondbacks,Washington Nationals,9.0,16.0,0,1
2025-05-30,777708,Los Angeles Dodgers,New York Yankees,9.0,13.0,0,1
2025-05-30,777713,Seattle Mariners,Minnesota Twins,7.0,18.0,1,1
2025-03-29,778538,New York Yankees,Milwaukee Brewers,9.0,29.0,0,1
2025-03-29,778534,Chicago White Sox,Los Angeles Angels,8.0,1.0,1,0
2025-03-29,778528,St. Louis Cardinals,Minnesota Twins,7.5,6.0,0,0
2025-03-29,778536,Toronto Blue Jays,Baltimore Orioles,8.5,14.0,0,1
2025-03-29,778535,Washington Nationals,Philadelphia Phillies,9.0,17.0,1,1
2025-03-29,778529,Kansas City Royals,Cleveland Guardians,8.5,7.0,0,0
2025-03-29,778540,Cincinnati Reds,San Francisco Giants,8.5,5.0,1,0
2025-03-29,778537,Tampa Bay Rays,Colorado Rockies,8.5,3.0,1,0
2025-03-29,778539,Miami Marlins,Pittsburgh Pirates,8.5,9.0,1,1
2025-03-29,778531,Texas Rangers,Boston Red Sox,9.0,7.0,1,0
2025-03-29,778530,Houston Astros,New York Mets,8.5,3.0,1,0
2025-03-29,778520,San Diego Padres,Atlanta Braves,8.0,1.0,1,0
2025-03-29,778532,Arizona Diamondbacks,Chicago Cubs,9.0,7.0,0,0
2025-03-29,778533,Los Angeles Dodgers,Detroit Tigers,7.5,10.0,1,1
2025-03-29,778521,Seattle Mariners,Athletics,7.0,6.0,1,0
2025-06-08,777592,Tampa Bay Rays,Miami Marlins,8.5,5.0,0,0
2025-06-08,777586,Milwaukee Brewers,San Diego Padres,8.5,1.0,0,0
2025-06-08,777596,Washington Nationals,Texas Rangers,9.0,6.0,0,0
2025-06-08,777595,Pittsburgh Pirates,Philadelphia Phillies,6.5,3.0,0,0
2025-06-08,777594,Detroit Tigers,Chicago Cubs,8.5,4.0,0,0
2025-06-08,777602,Cincinnati Reds,Arizona Diamondbacks,9.5,6.0,0,0
2025-06-08,777591,Cleveland Guardians,Houston Astros,7.5,6.0,0,0
2025-06-08,777585,Minnesota Twins,Toronto Blue Jays,8.5,9.0,1,1
2025-06-08,777590,Chicago White Sox,Kansas City Royals,9.0,12.0,0,1
2025-06-08,777583,Colorado Rockies,New York Mets,11.0,18.0,0,1
2025-06-08,777588,Athletics,Baltimore Orioles,10.5,6.0,0,0
2025-06-08,777587,San Francisco Giants,Atlanta Braves,7.5,7.0,1,0
2025-06-08,777582,St. Louis Cardinals,Los Angeles Dodgers,9.5,10.0,1,1
2025-06-08,777589,Los Angeles Angels,Seattle Mariners,9.0,5.0,0,0
2025-06-08,777593,New York Yankees,Boston Red Sox,7.5,18.0,1,1
2025-07-21,777060,Pittsburgh Pirates,Detroit Tigers,7.0,3.0,1,0
2025-07-21,777062,Miami Marlins,San Diego Padres,8.0,3.0,0,0
2025-07-21,777068,Cleveland Guardians,Baltimore Orioles,8.5,15.0,0,1
2025-07-21,777064,Washington Nationals,Cincinnati Reds,9.0,18.0,0,1
2025-07-21,777066,Toronto Blue Jays,New York Yankees,8.5,5.0,1,0
2025-07-21,777063,Philadelphia Phillies,Boston Red Sox,7.5,5.0,0,0
2025-07-21,777069,Atlanta Braves,San Francisco Giants,9.5,14.0,1,1
2025-07-21,777061,New York Mets,Los Angeles Angels,8.5,12.0,0,1
2025-07-21,777059,Tampa Bay Rays,Chicago White Sox,9.0,11.0,0,1
2025-07-21,777065,Chicago Cubs,Kansas City Royals,7.5,16.0,0,1
2025-07-21,777057,Texas Rangers,Athletics,8.0,9.0,1,1
2025-07-21,777053,Colorado Rockies,St. Louis Cardinals,12.0,8.0,0,0
2025-07-21,777050,Seattle Mariners,Milwaukee Brewers,7.0,6.0,0,0
2025-07-21,777055,Arizona Diamondbacks,Houston Astros,9.0,9.0,0,
2025-07-21,777051,Los Angeles Dodgers,Minnesota Twins,9.0,7.0,1,0
2025-04-19,778265,Detroit Tigers,Kansas City Royals,8.0,4.0,0,0
2025-04-19,778252,Philadelphia Phillies,Miami Marlins,10.5,21.0,1,1
2025-04-19,778256,New York Mets,St. Louis Cardinals,9.0,3.0,0,0
2025-04-19,778257,Chicago Cubs,Arizona Diamondbacks,7.5,8.0,1,1
2025-04-19,778258,Toronto Blue Jays,Seattle Mariners,7.5,12.0,1,1
2025-04-19,778262,Baltimore Orioles,Cincinnati Reds,9.0,14.0,0,1
2025-04-19,778254,Pittsburgh Pirates,Cleveland Guardians,8.0,3.0,0,0
2025-04-19,778251,Texas Rangers,Los Angeles Dodgers,8.5,7.0,0,0
2025-04-19,778247,Colorado Rockies,Washington Nationals,9.5,23.0,1,1
2025-04-19,778264,Boston Red Sox,Chicago White Sox,9.0,7.0,0,0
2025-04-19,778253,Milwaukee Brewers,Athletics,8.5,4.0,0,0
2025-04-19,778259,Houston Astros,San Diego Padres,7.5,5.0,1,0
2025-04-19,778243,Los Angeles Angels,San Francisco Giants,8.5,5.0,1,0
2025-04-19,778255,Tampa Bay Rays,New York Yankees,8.5,18.0,0,1
2025-04-19,778267,Atlanta Braves,Minnesota Twins,7.5,7.0,1,0
2025-07-26,777010,Kansas City Royals,Cleveland Guardians,8.0,8.0,0,
2025-07-26,777001,New York Yankees,Philadelphia Phillies,9.0,13.0,0,1
2025-07-26,777010,Kansas City Royals,Cleveland Guardians,9.0,8.0,0,0
2025-07-26,777003,Detroit Tigers,Toronto Blue Jays,7.0,7.0,1,
2025-07-26,777002,Pittsburgh Pirates,Arizona Diamondbacks,9.0,2.0,0,0
2025-07-26,776999,Baltimore Orioles,Colorado Rockies,9.5,18.0,0,1
2025-07-26,777000,Cincinnati Reds,Tampa Bay Rays,9.0,8.0,0,0
2025-07-26,776993,Texas Rangers,Atlanta Braves,8.5,11.0,0,1
2025-07-26,776997,Minnesota Twins,Washington Nationals,9.0,12.0,1,1
2025-07-26,776991,Houston Astros,Athletics,7.5,6.0,0,0
2025-07-26,776994,Chicago White Sox,Chicago Cubs,9.0,7.0,1,0
2025-07-26,776998,Boston Red Sox,Los Angeles Dodgers,8.5,6.0,1,0
2025-07-26,776996,Milwaukee Brewers,Miami Marlins,8.5,11.0,0,1
2025-07-26,776992,St. Louis Cardinals,San Diego Padres,9.0,4.0,1,0
2025-07-26,776985,San Francisco Giants,New York Mets,7.5,3.0,1,0
2025-07-26,776995,Los Angeles Angels,Seattle Mariners,8.5,9.0,0,1
2025-08-10,776796,Minnesota Twins,Kansas City Royals,9.0,8.0,0,0
2025-08-10,776804,Baltimore Orioles,Athletics,9.0,5.0,0,0
2025-08-10,776801,Pittsburgh Pirates,Cincinnati Reds,8.0,22.0,1,1
2025-08-10,776806,Detroit Tigers,Los Angeles Angels,9.5,14.0,0,1
2025-08-10,776803,Atlanta Braves,Miami Marlins,8.5,8.0,0,0
2025-08-10,776797,New York Yankees,Houston Astros,9.0,8.0,0,0
2025-08-10,776798,Chicago White Sox,Cleveland Guardians,9.0,10.0,0,1
2025-08-10,776800,Texas Rangers,Philadelphia Phillies,7.5,6.0,1,0
2025-08-10,776799,Milwaukee Brewers,New York Mets,8.0,13.0,0,1
2025-08-10,776793,San Francisco Giants,Washington Nationals,8.0,8.0,1,
2025-08-10,776794,Arizona Diamondbacks,Colorado Rockies,9.0,19.0,0,1
2025-08-10,776789,San Diego Padres,Boston Red Sox,7.5,8.0,1,1
2025-08-10,776791,Seattle Mariners,Tampa Bay Rays,7.5,9.0,0,1
2025-08-10,776795,St. Louis Cardinals,Chicago Cubs,7.5,5.0,1,0
2025-08-10,776788,Los Angeles Dodgers,Toronto Blue Jays,8.5,9.0,1,1
2025-05-22,777817,Colorado Rockies,Philadelphia Phillies,11.5,2.0,1,0
2025-05-22,777818,New York Yankees,Texas Rangers,7.0,1.0,0,0
2025-05-22,777821,Detroit Tigers,Cleveland Guardians,8.0,7.0,0,0
2025-05-22,777816,Toronto Blue Jays,San Diego Padres,8.5,13.0,1,1
2025-05-22,777812,Athletics,Los Angeles Angels,10.0,15.0,0,1
2025-05-22,777814,Pittsburgh Pirates,Milwaukee Brewers,8.5,13.0,1,1
2025-05-22,777820,Washington Nationals,Atlanta Braves,8.5,15.0,1,1
2025-05-22,777822,Houston Astros,Seattle Mariners,8.0,11.0,0,1
2025-05-25,777780,Detroit Tigers,Cleveland Guardians,7.0,5.0,0,0
2025-05-25,777785,Boston Red Sox,Baltimore Orioles,9.0,6.0,1,0
2025-05-25,777778,Washington Nationals,San Francisco Giants,7.5,5.0,1,0
2025-05-25,777776,Pittsburgh Pirates,Milwaukee Brewers,8.0,11.0,1,1
2025-05-25,777775,Tampa Bay Rays,Toronto Blue Jays,8.5,13.0,1,1
2025-05-25,777779,Cincinnati Reds,Chicago Cubs,8.5,19.0,0,1
2025-05-25,777777,Chicago White Sox,Texas Rangers,8.0,9.0,0,1
2025-05-25,777772,Minnesota Twins,Kansas City Royals,7.5,3.0,0,0
2025-05-25,777774,Houston Astros,Seattle Mariners,8.0,8.0,1,
2025-05-25,777766,St. Louis Cardinals,Arizona Diamondbacks,7.0,7.0,1,
2025-05-25,777765,Athletics,Philadelphia Phillies,10.0,9.0,1,0
2025-05-25,777768,Colorado Rockies,New York Yankees,10.5,9.0,0,0
2025-05-25,777767,Los Angeles Angels,Miami Marlins,9.0,3.0,1,0
2025-05-25,777783,Atlanta Braves,San Diego Padres,8.0,8.0,0,
2025-05-25,777773,New York Mets,Los Angeles Dodgers,8.5,4.0,0,0
2025-04-13,778344,Baltimore Orioles,Toronto Blue Jays,8.5,13.0,1,1
2025-04-13,778343,Cincinnati Reds,Pittsburgh Pirates,7.5,4.0,0,0
2025-04-13,778342,Cleveland Guardians,Kansas City Royals,7.0,6.0,0,0
2025-04-13,778339,New York Yankees,San Francisco Giants,8.0,9.0,1,1
2025-04-13,778337,Miami Marlins,Washington Nationals,8.0,15.0,1,1
2025-04-13,778340,Tampa Bay Rays,Atlanta Braves,8.5,11.0,0,1
2025-04-13,778329,Houston Astros,Los Angeles Angels,8.5,10.0,0,1
2025-04-13,778335,Minnesota Twins,Detroit Tigers,8.5,6.0,0,0
2025-04-13,778338,Chicago White Sox,Boston Red Sox,7.0,4.0,1,0
2025-04-13,778333,Athletics,New York Mets,8.5,8.0,0,0
2025-04-13,778336,St. Louis Cardinals,Philadelphia Phillies,8.0,7.0,0,0
2025-04-13,778330,San Diego Padres,Colorado Rockies,7.0,6.0,1,0
2025-04-13,778334,Seattle Mariners,Texas Rangers,6.5,4.0,0,0
2025-04-13,778332,Arizona Diamondbacks,Milwaukee Brewers,8.0,7.0,0,0
2025-04-13,778331,Los Angeles Dodgers,Chicago Cubs,9.0,6.0,0,0
2025-04-14,778321,Pittsburgh Pirates,Washington Nationals,7.5,13.0,0,1
2025-04-14,778328,Tampa Bay Rays,Boston Red Sox,8.5,17.0,0,1
2025-04-14,778327,New York Yankees,Kansas City Royals,9.0,5.0,0,0
2025-04-14,778320,Philadelphia Phillies,San Francisco Giants,9.0,14.0,1,1
2025-04-14,778324,Minnesota Twins,New York Mets,8.0,6.0,0,0
2025-04-14,778322,Toronto Blue Jays,Atlanta Braves,8.5,12.0,1,1
2025-04-14,778325,St. Louis Cardinals,Houston Astros,7.0,11.0,1,1
2025-04-14,778323,Milwaukee Brewers,Detroit Tigers,7.5,10.0,0,1
2025-06-10,777573,Baltimore Orioles,Detroit Tigers,9.0,8.0,0,0
2025-06-10,777569,Cleveland Guardians,Cincinnati Reds,8.5,1.0,0,0
2025-06-10,777566,Pittsburgh Pirates,Miami Marlins,8.0,5.0,0,0
2025-06-10,777571,Philadelphia Phillies,Chicago Cubs,9.5,12.0,0,1
2025-06-10,777565,Boston Red Sox,Tampa Bay Rays,9.0,4.0,0,0
2025-06-10,777570,New York Mets,Washington Nationals,8.0,9.0,0,1
2025-06-10,777572,Kansas City Royals,New York Yankees,8.5,12.0,0,1
2025-06-10,777557,Minnesota Twins,Texas Rangers,9.0,20.0,0,1
2025-06-10,777558,St. Louis Cardinals,Toronto Blue Jays,8.0,19.0,1,1
2025-06-10,777568,Milwaukee Brewers,Atlanta Braves,8.5,5.0,0,0
2025-06-10,777567,Houston Astros,Chicago White Sox,7.5,6.0,0,0
2025-06-10,777563,Colorado Rockies,San Francisco Giants,11.0,11.0,0,
2025-06-10,777560,San Diego Padres,Los Angeles Dodgers,8.5,12.0,0,1
2025-06-10,777564,Los Angeles Angels,Athletics,9.0,3.0,0,0
2025-06-10,777559,Arizona Diamondbacks,Seattle Mariners,9.5,13.0,0,1
2025-05-28,777739,Cleveland Guardians,Los Angeles Dodgers,8.5,11.0,1,1
2025-05-28,777737,New York Mets,Chicago White Sox,8.0,13.0,0,1
2025-05-28,777738,Detroit Tigers,San Francisco Giants,8.0,7.0,1,0
2025-05-28,777732,Tampa Bay Rays,Minnesota Twins,8.0,5.0,0,0
2025-05-28,777734,Houston Astros,Athletics,8.5,8.0,0,0
2025-05-28,777736,Milwaukee Brewers,Boston Red Sox,7.5,11.0,0,1
2025-05-28,777729,Arizona Diamondbacks,Pittsburgh Pirates,7.5,11.0,0,1
2025-05-28,777726,San Diego Padres,Miami Marlins,8.5,18.0,0,1
2025-05-28,777740,Baltimore Orioles,St. Louis Cardinals,8.0,10.0,1,1
2025-05-28,777731,Chicago Cubs,Colorado Rockies,7.5,3.0,0,0
2025-05-28,777733,Kansas City Royals,Cincinnati Reds,8.0,5.0,0,0
2025-05-28,777724,Texas Rangers,Toronto Blue Jays,8.5,2.0,0,0
2025-05-28,777730,Seattle Mariners,Washington Nationals,8.0,9.0,0,1
2025-05-28,777728,Los Angeles Angels,New York Yankees,8.5,1.0,0,0
2025-06-17,777475,Detroit Tigers,Pittsburgh Pirates,8.0,10.0,1,1
2025-06-17,777481,Miami Marlins,Philadelphia Phillies,8.5,11.0,0,1
2025-06-17,777480,Washington Nationals,Colorado Rockies,8.5,16.0,1,1
2025-06-17,777479,Toronto Blue Jays,Arizona Diamondbacks,8.5,9.0,0,1
2025-06-17,777476,New York Yankees,Los Angeles Angels,9.0,4.0,1,0
2025-06-17,777478,Cincinnati Reds,Minnesota Twins,8.5,11.0,0,1
2025-06-17,777489,Atlanta Braves,New York Mets,8.5,9.0,0,1
2025-06-17,777477,Tampa Bay Rays,Baltimore Orioles,9.0,6.0,0,0
2025-06-17,777468,Texas Rangers,Kansas City Royals,8.0,7.0,0,0
2025-06-17,777467,Chicago White Sox,St. Louis Cardinals,9.0,14.0,0,1
2025-06-17,777472,San Francisco Giants,Cleveland Guardians,7.0,5.0,0,0
2025-06-17,777473,Seattle Mariners,Boston Red Sox,7.0,8.0,1,1
2025-06-17,777482,Chicago Cubs,Milwaukee Brewers,9.5,8.0,1,0
2025-06-17,777471,Los Angeles Dodgers,San Diego Padres,10.0,14.0,1,1
2025-06-17,777469,Athletics,Houston Astros,11.0,16.0,0,1
2025-04-01,778498,Cincinnati Reds,Texas Rangers,8.5,1.0,0,0
2025-04-01,778497,Miami Marlins,New York Mets,7.5,6.0,0,0
2025-04-01,778492,New York Yankees,Arizona Diamondbacks,8.5,12.0,0,1
2025-04-01,778493,Tampa Bay Rays,Pittsburgh Pirates,9.0,7.0,0,0
2025-04-01,778491,Toronto Blue Jays,Washington Nationals,8.5,8.0,0,0
2025-04-01,778490,Chicago White Sox,Minnesota Twins,7.5,11.0,0,1
2025-04-01,778488,Milwaukee Brewers,Kansas City Royals,8.5,5.0,0,0
2025-04-01,778495,St. Louis Cardinals,Los Angeles Angels,8.0,16.0,1,1
2025-04-01,778485,San Diego Padres,Cleveland Guardians,7.5,7.0,0,0
2025-04-01,778489,Houston Astros,San Francisco Giants,8.0,4.0,0,0
2025-04-01,778486,Seattle Mariners,Detroit Tigers,7.0,5.0,0,0
2025-04-01,778494,Athletics,Chicago Cubs,8.0,11.0,0,1
2025-04-01,778487,Los Angeles Dodgers,Atlanta Braves,7.5,4.0,0,0
2025-08-08,776829,Pittsburgh Pirates,Cincinnati Reds,7.5,5.0,0,0
2025-08-08,776835,New York Yankees,Houston Astros,7.5,8.0,0,1
2025-08-08,776831,Baltimore Orioles,Athletics,10.0,5.0,0,0
2025-08-08,776832,Detroit Tigers,Los Angeles Angels,7.5,11.0,1,1
2025-08-08,776834,Atlanta Braves,Miami Marlins,8.0,6.0,1,0
2025-08-08,776833,Chicago White Sox,Cleveland Guardians,8.0,14.0,1,1
2025-08-08,776821,Texas Rangers,Philadelphia Phillies,7.5,10.0,0,1
2025-08-08,776827,Minnesota Twins,Kansas City Royals,8.5,13.0,0,1
2025-08-08,776828,Milwaukee Brewers,New York Mets,8.0,5.0,0,0
2025-08-08,776825,Arizona Diamondbacks,Colorado Rockies,9.0,7.0,0,0
2025-08-08,776826,St. Louis Cardinals,Chicago Cubs,8.5,5.0,0,0
2025-08-08,776824,Seattle Mariners,Tampa Bay Rays,7.0,5.0,0,0
2025-08-08,776820,San Diego Padres,Boston Red Sox,8.0,12.0,1,1
2025-08-08,776823,Los Angeles Dodgers,Toronto Blue Jays,9.0,6.0,1,0
2025-08-08,776822,San Francisco Giants,Washington Nationals,8.5,5.0,0,0
2025-04-06,778443,Boston Red Sox,St. Louis Cardinals,9.5,9.0,1,0
2025-04-06,778429,Washington Nationals,Arizona Diamondbacks,7.5,9.0,0,1
2025-04-06,778432,Boston Red Sox,St. Louis Cardinals,9.0,25.0,0,1
2025-04-06,778435,New York Mets,Toronto Blue Jays,7.0,3.0,1,0
2025-04-06,778434,Philadelphia Phillies,Los Angeles Dodgers,7.0,15.0,1,1
2025-04-06,778428,Pittsburgh Pirates,New York Yankees,8.5,9.0,1,1
2025-04-06,778422,Kansas City Royals,Baltimore Orioles,8.0,5.0,0,0
2025-04-06,778433,Detroit Tigers,Chicago White Sox,7.5,7.0,1,0
2025-04-06,778421,Milwaukee Brewers,Cincinnati Reds,8.5,10.0,1,1
2025-04-06,778419,Minnesota Twins,Houston Astros,8.5,16.0,1,1
2025-04-06,778420,Texas Rangers,Tampa Bay Rays,8.0,7.0,0,0
2025-04-06,778430,Chicago Cubs,San Diego Padres,7.5,15.0,1,1
2025-04-06,778423,Colorado Rockies,Athletics,10.5,17.0,0,1
2025-04-06,778427,San Francisco Giants,Seattle Mariners,7.5,9.0,1,1
2025-04-06,778425,Los Angeles Angels,Cleveland Guardians,9.5,8.0,0,0
2025-06-02,777670,Boston Red Sox,Los Angeles Angels,9.5,13.0,0,1
2025-06-02,777673,Miami Marlins,Colorado Rockies,8.0,10.0,0,1
2025-06-02,777671,Cincinnati Reds,Milwaukee Brewers,9.0,5.0,1,0
2025-06-02,777674,Chicago White Sox,Detroit Tigers,8.5,14.0,1,1
2025-06-02,777676,San Francisco Giants,San Diego Padres,7.5,1.0,1,0
2025-06-02,777669,Athletics,Minnesota Twins,9.0,14.0,0,1
2025-06-02,777675,Los Angeles Dodgers,New York Mets,9.5,7.0,0,0
2025-06-05,777640,Atlanta Braves,Arizona Diamondbacks,9.0,21.0,0,1
2025-06-05,777642,St. Louis Cardinals,Kansas City Royals,7.0,11.0,1,1
2025-06-05,777642,St. Louis Cardinals,Kansas City Royals,8.0,11.0,1,1
2025-06-05,777634,Chicago White Sox,Detroit Tigers,8.0,5.0,0,0
2025-06-05,777636,Athletics,Minnesota Twins,9.5,17.0,0,1
2025-06-05,777637,Toronto Blue Jays,Philadelphia Phillies,8.5,10.0,1,1
2025-06-05,777633,San Francisco Giants,San Diego Padres,7.0,5.0,1,0
2025-06-05,777628,Seattle Mariners,Baltimore Orioles,7.5,7.0,0,0
2025-06-05,777630,Pittsburgh Pirates,Houston Astros,7.5,10.0,0,1
2025-06-05,777631,Los Angeles Dodgers,New York Mets,9.5,11.0,0,1
2025-06-05,777632,Washington Nationals,Chicago Cubs,9.5,8.0,0,0
2025-06-05,777644,New York Yankees,Cleveland Guardians,8.5,4.0,0,0
2025-06-05,777629,Tampa Bay Rays,Texas Rangers,8.5,7.0,0,0
2025-04-30,778134,Cincinnati Reds,St. Louis Cardinals,9.5,6.0,1,0
2025-04-30,778119,Cincinnati Reds,St. Louis Cardinals,9.0,10.0,0,1
2025-04-30,778102,Colorado Rockies,Atlanta Braves,10.0,3.0,0,0
2025-04-30,778110,Houston Astros,Detroit Tigers,8.0,11.0,0,1
2025-04-30,778104,Seattle Mariners,Los Angeles Angels,8.5,12.0,0,1
2025-04-30,778109,Los Angeles Dodgers,Miami Marlins,10.0,19.0,0,1
2025-04-30,778105,San Diego Padres,San Francisco Giants,7.0,8.0,0,1
2025-04-30,778115,Baltimore Orioles,New York Yankees,9.5,9.0,0,0
2025-04-30,778116,Cleveland Guardians,Minnesota Twins,7.0,6.0,0,0
2025-04-30,778112,Pittsburgh Pirates,Chicago Cubs,9.0,7.0,0,0
2025-04-30,778118,Philadelphia Phillies,Washington Nationals,8.0,9.0,0,1
2025-04-30,778113,Tampa Bay Rays,Kansas City Royals,8.0,3.0,0,0
2025-04-30,778117,New York Mets,Arizona Diamondbacks,8.5,7.0,0,0
2025-04-30,778114,Toronto Blue Jays,Boston Red Sox,9.5,13.0,0,1
2025-04-30,778106,Texas Rangers,Athletics,8.5,8.0,0,0
2025-04-30,778111,Chicago White Sox,Milwaukee Brewers,7.5,10.0,0,1
2025-09-05,776455,Chicago Cubs,Washington Nationals,10.5,16.0,0,1
2025-09-05,776452,Detroit Tigers,Chicago White Sox,8.5,12.0,0,1
2025-09-05,776450,Cincinnati Reds,New York Mets,9.5,9.0,0,0
2025-09-05,776453,Pittsburgh Pirates,Milwaukee Brewers,8.5,7.0,0,0
2025-09-05,776454,Baltimore Orioles,Los Angeles Dodgers,9.0,3.0,0,0
2025-09-05,776457,New York Yankees,Toronto Blue Jays,9.0,8.0,1,0
2025-09-05,776460,Atlanta Braves,Seattle Mariners,7.5,5.0,1,0
2025-09-05,776456,Miami Marlins,Philadelphia Phillies,8.0,12.0,0,1
2025-09-05,776451,Tampa Bay Rays,Cleveland Guardians,7.5,8.0,0,1
2025-09-05,776446,Kansas City Royals,Minnesota Twins,8.0,3.0,0,0
2025-09-05,776449,Texas Rangers,Houston Astros,8.0,7.0,0,0
2025-09-05,776445,St. Louis Cardinals,San Francisco Giants,8.5,10.0,0,1
2025-09-05,776442,Colorado Rockies,San Diego Padres,10.5,3.0,0,0
2025-09-05,776444,Los Angeles Angels,Athletics,9.0,14.0,1,1
2025-09-05,776448,Arizona Diamondbacks,Boston Red Sox,9.0,15.0,0,1
2025-09-02,776496,Pittsburgh Pirates,Los Angeles Dodgers,8.5,16.0,0,1
2025-09-02,776490,Detroit Tigers,New York Mets,8.5,17.0,0,1
2025-09-02,776491,Cincinnati Reds,Toronto Blue Jays,9.0,21.0,0,1
2025-09-02,776493,Boston Red Sox,Cleveland Guardians,7.5,18.0,0,1
2025-09-02,776482,Washington Nationals,Miami Marlins,9.0,7.0,0,0
2025-09-02,776485,Tampa Bay Rays,Seattle Mariners,7.5,11.0,0,1
2025-09-02,776487,Chicago Cubs,Atlanta Braves,8.5,7.0,0,0
2025-09-02,776488,Kansas City Royals,Los Angeles Angels,9.0,6.0,0,0
2025-09-02,776484,Minnesota Twins,Chicago White Sox,9.0,15.0,0,1
2025-09-02,776483,St. Louis Cardinals,Athletics,8.5,3.0,1,0
2025-09-02,776489,Houston Astros,New York Yankees,8.0,8.0,0,
2025-09-02,776486,Colorado Rockies,San Francisco Giants,10.5,11.0,0,1
2025-09-02,776481,Arizona Diamondbacks,Texas Rangers,9.5,8.0,0,0
2025-09-02,776480,San Diego Padres,Baltimore Orioles,8.5,8.0,0,0
2025-04-22,778218,Cleveland Guardians,New York Yankees,8.5,5.0,1,0
2025-04-22,778221,Detroit Tigers,San Diego Padres,7.5,2.0,0,0
2025-04-22,778219,Miami Marlins,Cincinnati Reds,8.5,7.0,1,0
2025-04-22,778222,Washington Nationals,Baltimore Orioles,9.0,7.0,0,0
2025-04-22,778224,Boston Red Sox,Seattle Mariners,9.5,11.0,0,1
2025-04-22,778215,Kansas City Royals,Colorado Rockies,8.0,7.0,0,0
2025-04-22,778229,Atlanta Braves,St. Louis Cardinals,9.0,14.0,1,1
