game_id,start_time,home_team,away_team,runline,pick,runs_total,prediction,outcome,completed,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
777258,15:45,Washington Nationals,Detroit Tigers,9.5,Under,9,0,0,0,Colt Keith,Gleyber Torres,Wenceel Pérez,Riley Greene,Spencer Torkelson,Zach McKinstry,Dillon Dingler,Parker Meadows,Javier Báez,CJ Abrams,James Wood,Amed Rosario,Nathaniel Lowe,Alex Call,Paul DeJong,Brady House,Riley Adams,Jacob Young,Dietrich Enns,Jake Irvin
777263,09:10,Miami Marlins,Minnesota Twins,8.0,Under,5,0,0,1,Byron Buxton,Trevor Larnach,Willi Castro,Brooks Lee,Ty France,Matt Wallner,Royce Lewis,Harrison Bader,Christian Vázquez,Xavier Edwards,Jesús Sánchez,Otto Lopez,Agustín Ramírez,Kyle Stowers,Eric Wagaman,Liam Hicks,Connor Norby,Derek Hill,David Festa,Eury Pérez
777264,12:10,Colorado Rockies,Houston Astros,11.5,Under,13,0,1,1,Isaac Paredes,Jake Meyers,Jose Altuve,Cam Smith,Christian Walker,Victor Caratini,Cooper Hummel,Shay Whitcomb,Mauricio Dubón,Tyler Freeman,Kyle Farmer,Jordan Beck,Thairo Estrada,Ryan McMahon,Brenton Doyle,Orlando Arcia,Austin Nola,Ryan Ritter,Brandon Walter,Kyle Freeland
777260,16:07,Toronto Blue Jays,New York Yankees,8.5,Over,1,1,0,0,Trent Grisham,Ben Rice,Aaron Judge,Cody Bellinger,Jazz Chisholm Jr.,Jasson Domínguez,Anthony Volpe,Austin Wells,Oswald Peraza,Nathan Lukes,George Springer,Vladimir Guerrero Jr.,Addison Barger,Alejandro Kirk,Ernie Clement,Will Wagner,Davis Schneider,Leo Jiménez,Clarke Schmidt,Chris Bassitt
777257,16:10,New York Mets,Milwaukee Brewers,8.0,Under,0,0,0,0,Sal Frelick,William Contreras,Jackson Chourio,Rhys Hoskins,Isaac Collins,Caleb Durbin,Eric Haase,Joey Ortiz,Andruw Monasterio,Starling Marte,Francisco Lindor,Juan Soto,Pete Alonso,Brandon Nimmo,Mark Vientos,Luis Torrens,Brett Baty,Tyrone Taylor,Jose Quintana,David Peterson
777261,16:15,Atlanta Braves,Los Angeles Angels,9.0,Over,1,1,0,0,Zach Neto,Nolan Schanuel,Mike Trout,Taylor Ward,Jo Adell,Jorge Soler,Logan O'Hoppe,Luis Rengifo,Chad Stevens,Ronald Acuña Jr.,Matt Olson,Austin Riley,Marcell Ozuna,Jurickson Profar,Ozzie Albies,Sean Murphy,Michael Harris II,Nick Allen,José Soriano,Bryce Elder
777259,17:05,Chicago Cubs,Cleveland Guardians,8.5,Under,0,0,0,0,Steven Kwan,Kyle Manzardo,José Ramírez,Carlos Santana,Lane Thomas,Nolan Jones,Daniel Schneemann,Bo Naylor,Brayan Rocchio,Ian Happ,Kyle Tucker,Seiya Suzuki,Pete Crow-Armstrong,Dansby Swanson,Nico Hoerner,Michael Busch,Matt Shaw,Reese McGuire,Joey Cantillo,Cade Horton
777253,19:10,Los Angeles Dodgers,Chicago White Sox,9.0,Under,0,0,0,0,Mike Tauchman,Chase Meidroth,Andrew Benintendi,Miguel Vargas,Kyle Teel,Lenyn Sosa,Josh Rojas,Brooks Baldwin,Ryan Noda,Shohei Ohtani,Mookie Betts,Freddie Freeman,Teoscar Hernández,Andy Pages,Michael Conforto,Tommy Edman,Dalton Rushing,Miguel Rojas,Aaron Civale,Dustin May
777256,18:40,Arizona Diamondbacks,San Francisco Giants,8.5,Under,0,0,0,0,Mike Yastrzemski,Willy Adames,Rafael Devers,Heliot Ramos,Jung Hoo Lee,Dominic Smith,Tyler Fitzgerald,Brett Wisely,Andrew Knizner,Ketel Marte,Geraldo Perdomo,Lourdes Gurriel Jr.,Eugenio Suárez,Randal Grichuk,Blaze Alexander,James McCann,Tim Tawa,Alek Thomas,Robbie Ray,Brandon Pfaadt
777251,19:10,Seattle Mariners,Kansas City Royals,7.5,Under,0,0,0,0,Jonathan India,Bobby Witt Jr.,Vinnie Pasquantino,Maikel Garcia,Salvador Perez,John Rave,Nick Loftin,Freddy Fermin,Kyle Isbel,J.P. Crawford,Julio Rodríguez,Cal Raleigh,Randy Arozarena,Jorge Polanco,Luke Raley,Dominic Canzone,Ben Williamson,Cole Young,Seth Lugo,Logan Evans
