game_id,home_team,away_team,runline,pick,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
778119,Cincinnati Reds,St. Louis Cardinals,9.0,Under,,,,,,,,,,,,,,,,,,,,
778134,Cincinnati Reds,St. Louis Cardinals,9.0,Under,Lars Nootbaar,Masyn Winn,Brendan Donovan,Nolan Arenado,Willson Contreras,Alec Burleson,Nolan Gorman,Yohel Pozo,Victor Scott II,TJ Friedl,Matt McLain,Elly De La Cruz,Gavin Lux,Noelvi Marte,Spencer Steer,Jake Fraley,Jose Trevino,Tyler Callihan,Miles Mikolas,Brady Singer
778110,Houston Astros,Detroit Tigers,8.0,Under,Kerry Carpenter,Zach McKinstry,Gleyber Torres,Riley Greene,Colt Keith,Javier Báez,Jace Jung,Trey Sweeney,Tomás Nido,Jeremy Peña,Jose Altuve,Isaac Paredes,Christian Walker,Victor Caratini,Cam Smith,Brendan Rodgers,Zach Dezenzo,Jake Meyers,Jackson Jobe,AJ Blubaugh
778104,Seattle Mariners,Los Angeles Angels,8.5,Under,Zach Neto,Nolan Schanuel,Mike Trout,Jorge Soler,Logan O'Hoppe,Luis Rengifo,Gustavo Campero,Kyren Paris,Kevin Newman,J.P. Crawford,Julio Rodríguez,Cal Raleigh,Randy Arozarena,Mitch Garver,Donovan Solano,Ben Williamson,Leo Rivas,Samad Taylor,Tyler Anderson,Emerson Hancock
778109,Los Angeles Dodgers,Miami Marlins,10.0,Under,Xavier Edwards,Jesús Sánchez,Agustín Ramírez,Eric Wagaman,Kyle Stowers,Connor Norby,Matt Mervis,Otto Lopez,Liam Hicks,Shohei Ohtani,Mookie Betts,Freddie Freeman,Teoscar Hernández,Andy Pages,Max Muncy,Enrique Hernández,Michael Conforto,Austin Barnes,Cal Quantrill,Tony Gonsolin
778116,Cleveland Guardians,Minnesota Twins,7.0,Under,Mickey Gasper,Byron Buxton,Carlos Correa,Trevor Larnach,Ty France,Ryan Jeffers,Kody Clemens,Brooks Lee,DaShawn Keirsey Jr.,,,,,,,,,,Pablo López,
778112,Pittsburgh Pirates,Chicago Cubs,8.5,Under,,,,,,,,,,,,,,,,,,,,
778102,Colorado Rockies,Atlanta Braves,10.0,Under,Michael Harris II,Austin Riley,Marcell Ozuna,Matt Olson,Ozzie Albies,Eli White,Drake Baldwin,Nick Allen,Eddie Rosario,Brenton Doyle,Jordan Beck,Ryan McMahon,Hunter Goodman,Michael Toglia,Sean Bouchard,Jacob Stallings,Alan Trejo,Adael Amador,Chris Sale,Chase Dollander
778115,Baltimore Orioles,New York Yankees,9.5,Under,,,,,,,,,,,,,,,,,,,,
778118,Philadelphia Phillies,Washington Nationals,7.5,Under,,,,,,,,,,,,,,,,,,,,
778113,Tampa Bay Rays,Kansas City Royals,8.0,Under,,,,,,,,,,,,,,,,,,,,
778105,San Diego Padres,San Francisco Giants,7.0,Under,Mike Yastrzemski,Willy Adames,Jung Hoo Lee,Matt Chapman,Wilmer Flores,Heliot Ramos,LaMonte Wade Jr.,Patrick Bailey,Tyler Fitzgerald,Fernando Tatis Jr.,Luis Arraez,Manny Machado,Gavin Sheets,Xander Bogaerts,Jose Iglesias,Tyler Wade,Jason Heyward,Elias Díaz,Landen Roupp,Michael King
778106,Texas Rangers,Athletics,8.5,Under,,,,,,,,,,,,,,,,,,,,
778111,Chicago White Sox,Milwaukee Brewers,7.5,Under,,,,,,,,,,,,,,,,,,,,
778117,New York Mets,Arizona Diamondbacks,8.5,Under,,,,,,,,,,,,,,,,,,,,
