,Name,Tm,mlbID,key_bbref
176,Huascar Brazob\xc3\xa1n,"Miami,New York",623211,brazohu01
177,John Brebbia,"Atlanta,Chicago,San Francisco",605154,brebbjo01
178,Brandon Brennan,Boston,592165,brennbr01
179,Jake Brentz,Kansas City,641394,brentja01
180,Colten Brewer,"Boston,Chicago,New York",605155,breweco01
181,Austin Brice,"Boston,Pittsburgh",592169,briceau01
183,Beau Brieske,Detroit,689225,briesbe01
184,Jeff Brigham,"Miami,New York",656257,brighje01
185,Braden Bristo,"Detroit,Tampa Bay",668754,bristbr01
186,Jhony Brito,"New York,San Diego",666745,britojh01
187,Zack Britton,New York,502154,brittza01
188,Connor Brogdon,"Los Angeles,Philadelphia",641401,brogdco01
189,Aaron Brooks,"Oakland,St. Louis",605156,brookaa01
190,Mike Brosseau,Milwaukee,670712,brossmi01
191,Rex Brothers,Chicago,571521,brothre01
192,Ben Brown,Chicago,676962,brownbe02
193,Hunter Brown,Houston,686613,brownhu01
194,JT Brubaker,Pittsburgh,664141,brubajt01
195,Justin Bruihl,"Colorado,Los Angeles,Pittsburgh",677865,bruihju01
196,Vidal Bruj\xc3\xa1n,Miami,660644,brujavi01
197,Zach Brzykcy,Washington,694350,brzykza01
198,Kris Bubic,Kansas City,663460,bubickr01
199,David Buchanan,Cincinnati,571527,buchada01
200,Ryan Buchter,Arizona,488748,buchtry01
201,Walker Buehler,Los Angeles,621111,buehlwa01
202,JB Bukauskas,"Arizona,Milwaukee,Seattle",656266,bukaujb01
203,Madison Bumgarner,Arizona,518516,bumgama01
204,Aaron Bummer,"Atlanta,Chicago",607481,bummeaa01
205,Dylan Bundy,"Los Angeles,Minnesota",605164,bundydy01
206,Nick Burdi,"Chicago,New York",595897,burdini01
207,Zack Burdi,"Baltimore,Chicago,Tampa Bay",641420,burdiza01
209,Raymond Burgos,San Francisco,670103,burgora01
210,Brock Burke,"Los Angeles,Texas",656271,burkebr01
211,Sean Burke,Chicago,680732,burkese01
212,Alec Burleson,St. Louis,676475,burleal01
213,Corbin Burnes,"Baltimore,Milwaukee",669203,burneco01
214,Andy Burns,Los Angeles,542992,burnsan01
215,Ryan Burr,"Chicago,Toronto",621114,burrry01
216,Beau Burrows,"Detroit,Minnesota",663366,burrobe01
217,Mike Burrows,Pittsburgh,681347,burromi01
218,Alan Busenitz,Cincinnati,641427,busenal01
219,Ky Bush,Chicago,681066,bushky01
220,Matt Bush,"Milwaukee,Texas",456713,bushma01
221,Jos\xc3\xa9 Butt\xc3\xb3,New York,676130,buttojo01
222,Asdr\xc3\xbabal Cabrera,Arizona,452678,cabreas01
223,Edward Cabrera,Miami,665795,cabreed02
224,G\xc3\xa9nesis Cabrera,"St. Louis,Toronto",650893,cabrege01
225,Oswaldo Cabrera,New York,665828,cabreos01
226,Kelvin Caceres,Los Angeles,680983,cacerke01
227,Trevor Cahill,Pittsburgh,502239,cahiltr01
228,Blair Calvo,Colorado,663971,calvobl01
229,Daniel Camarena,San Diego,547176,camarda01
230,Isaiah Campbell,"Boston,Seattle",663462,campbis01
231,Paul Campbell,Miami,669294,campbpa02
232,Griffin Canning,Los Angeles,656288,cannigr01
233,Jonathan Cannon,Chicago,686563,cannojo02
235,Yennier Cano,"Baltimore,Minnesota",666974,canoye01
236,Joey Cantillo,Cleveland,676282,cantijo01
237,Matt Carasiti,Colorado,571539,carasma01
238,Victor Caratini,Milwaukee,605170,caratvi01
239,Drew Carlton,"Detroit,San Diego",656290,carltdr01
240,Matt Carpenter,St. Louis,572761,carpema01
241,Carlos Carrasco,"Cleveland,New York",471911,carraca01
242,Ben Casparius,Los Angeles,676508,caspabe01
243,Daniel Castano,Miami,641447,castada01
244,Ryan Castellani,"Colorado,Oakland",624418,castery01
245,Humberto Castellanos,Arizona,528748,castehu01
246,Diego Castillo,"Minnesota,Seattle,Tampa Bay",650895,castidi01
247,Diego Castillo,Pittsburgh,660636,castidi02
248,Jos\xc3\xa9 Castillo,San Diego,620454,castijo03
249,Luis Castillo,Detroit,622379,castilu03
250,Luis Castillo,"Cincinnati,Seattle",622491,castilu02
251,Max Castillo,"Kansas City,Toronto",666721,castima03
252,Anthony Castro,"Cleveland,Toronto",621593,castran02
253,Harold Castro,"Colorado,Detroit",605612,castrha01
254,Kervin Castro,"Chicago,San Francisco",665645,castrke01
255,Miguel Castro,"Arizona,New York",612434,castrmi01
256,Willi Castro,Minnesota,650489,castrwi01
257,Cade Cavalli,Washington,676917,cavalca01
258,Dylan Cease,"Chicago,San Diego",656302,ceasedy01
259,Slade Cecconi,Arizona,677944,ceccosl01
261,Luis Cessa,"Cincinnati,New York",570666,cessalu01
262,Jhoulys Chac\xc3\xadn,Colorado,468504,chacijh01
263,Andrew Chafin,"Arizona,Chicago,Detroit,Milwaukee,Oakland,Texas",605177,chafian01
264,Yu Chang,Tampa Bay,644374,changyu01
265,Aroldis Chapman,"Kansas City,New York,Pittsburgh,Texas",547973,chapmar01
266,JT Chargois,"Miami,Seattle,Tampa Bay",608638,chargjt01
267,Tyler Chatwood,"San Francisco,Toronto",543022,chatwty01
268,Jesse Chavez,"Atlanta,Chicago,Los Angeles",445926,chaveje01
269,Yonny Chirinos,"Atlanta,Miami,Tampa Bay",630023,chiriyo01
270,Angel Chivilli,Colorado,683409,chivian01
271,Marc Church,Texas,687847,churcma01
272,Adam Cimber,"Los Angeles,Miami,Toronto",643256,cimbead01
273,Steve Cishek,"Los Angeles,Washington",518553,cishest01
274,Jos\xc3\xa9 Cisnero,"Detroit,Los Angeles",542585,cisnejo01
275,Aaron Civale,"Cleveland,Milwaukee,Tampa Bay",650644,civalaa01
276,Taylor Clarke,"Arizona,Kansas City",664199,clarkta01
277,Emmanuel Clase,Cleveland,661403,claseem01
278,Alex Claudio,"Los Angeles,Milwaukee,New York",592222,claudal01
279,Sam Clay,"New York,Washington",621348,claysa01
280,Garrett Cleavinger,"Los Angeles,Tampa Bay",664076,cleavga01
281,Kody Clemens,"Detroit,Philadelphia",665019,clemeko01
282,Ernie Clement,"Cleveland,Toronto",676391,clemeer01
283,Mike Clevinger,"Chicago,San Diego",605182,clevimi01
284,Tyler Clippard,"Arizona,Washington",461325,clippty01
285,Alex Cobb,"Cleveland,Los Angeles,San Francisco",502171,cobbal01
287,Kyle Cody,Texas,621129,codyky01
288,A.J. Cole,Toronto,595918,coleaj01
289,Gerrit Cole,New York,543037,colege01
290,Dylan Coleman,"Houston,Kansas City",669395,colemdy01
291,Alex Colom\xc3\xa9,"Chicago,Colorado,Minnesota",517008,colomal01
292,Adam Conley,Tampa Bay,543045,conlead01
293,Luis Contreras,Houston,664351,contrlu01
294,Roansy Contreras,"Los Angeles,Pittsburgh",672710,contrro01
295,Sam Coonrod,"New York,Philadelphia",656322,coonrsa01
296,Patrick Corbin,Washington,571578,corbipa01
297,Jimmy Cordero,New York,622772,cordeji01
298,Nestor Cortes,New York,641482,cortene01
299,Tom Cosgrove,San Diego,676680,cosgrto01
300,Jharel Cotton,"Minnesota,San Francisco,Texas",605194,cottojh01
301,Danny Coulombe,"Baltimore,Minnesota",543056,couloda01
302,Jake Cousins,"Milwaukee,New York",664776,cousija01
303,Dylan Covey,"Los Angeles,Philadelphia",592229,coveydy01
304,Austin Cox,Kansas City,680735,coxau01
305,Brandon Crawford,"San Francisco,St. Louis",543063,crawfbr01
306,Kutter Crawford,Boston,676710,crawfku01
307,Stefan Crichton,Arizona,592233,crichst01
308,Kyle Crick,"Chicago,Pittsburgh",605195,crickky01
309,Nabil Crismatt,"Arizona,Los Angeles,San Diego",622503,crismna01
310,Cooper Criswell,"Boston,Los Angeles,Tampa Bay",681867,criswco01
311,Jeff Criswell,Colorado,676105,criswje01
313,Garrett Crochet,Chicago,676979,crochga01
314,Jake Cronenworth,San Diego,630105,croneja01
315,Declan Cronin,"Chicago,Miami",686539,cronide01
316,Hans Crouse,"Los Angeles,Philadelphia",668968,crousha01
317,Wil Crowe,Pittsburgh,640444,crowewi01
318,Fernando Cruz,Cincinnati,518585,cruzfe01
319,Jesus Cruz,Atlanta,672911,cruzje01
320,Steven Cruz,Kansas City,674444,cruzst01
321,Jos\xc3\xa9 Cuas,"Chicago,Kansas City,Toronto",621016,cuasjo01
322,Johnny Cueto,"Chicago,Los Angeles,Miami,San Francisco",456501,cuetojo01
323,Charlie Culberson,Texas,518586,culbech01
324,Xzavion Curry,"Cleveland,Miami",675540,curryxz01
325,John Curtiss,"Colorado,Miami,Milwaukee,New York",595928,curtijo02
326,Tyler Cyr,"Los Angeles,Oakland,Philadelphia",664202,cyrty01
327,Caden Dana,Los Angeles,702674,danaca01
328,Davis Daniel,Los Angeles,669721,danieda01
329,Tyler Danish,Boston,641501,danisty01
330,Hagen Danner,Toronto,668470,danneha01
331,Yu Darvish,San Diego,506433,darviyu01
332,Tucker Davidson,"Atlanta,Baltimore,Kansas City,Los Angeles",656353,davidtu01
333,Zach Davies,"Arizona,Chicago",605200,davieza02
334,Austin Davis,"Boston,Minnesota,Pittsburgh,San Diego",656354,davisau01
335,Noah Davis,Colorado,663562,davisno01
336,Wade Davis,Kansas City,451584,daviswa01
337,Grant Dayton,Atlanta,594795,daytogr01
339,Brett de Geus,"Arizona,Miami,Seattle,Texas,Toronto",676969,degeubr01
340,\xc3\x81ngel De Jes\xc3\xbas,Detroit,669804,dejesan01
341,Enmanuel De Jesus,Miami,646241,dejesen01
342,Chase De Jong,Pittsburgh,608328,dejonch01
343,Jos\xc3\xa9 De Le\xc3\xb3n,"Cincinnati,Minnesota",592254,deleojo03
344,Enyel De Los Santos,"Chicago,Cleveland,New York,Philadelphia,Pittsburgh,San Diego",660853,delosen01
345,Yerry De Los Santos,Pittsburgh,660787,delosye01
346,Jacob deGrom,"New York,Texas",594798,degroja01
347,Miguel Del Pozo,Detroit,600887,delpomi01
348,Matt Dermody,"Boston,Chicago",571616,dermoma01
349,Anthony DeSclafani,San Francisco,543101,desclan01
350,Reid Detmers,Los Angeles,672282,detmere01
351,Ross Detwiler,"Cincinnati,Miami,San Diego",446321,detwiro01
352,Chris Devenski,"Arizona,Los Angeles,Philadelphia,Tampa Bay",606965,devench02
353,Alexis D\xc3\xadaz,Cincinnati,664747,diazal03
354,Edwin D\xc3\xadaz,New York,621242,diazed04
355,Jhonathan D\xc3\xadaz,"Los Angeles,Seattle",646242,diazjh01
356,Miguel D\xc3\xadaz,"Detroit,Houston,San Diego",622766,diazmi02
357,Yennsy D\xc3\xadaz,New York,660546,diazye01
358,Yilber Diaz,Arizona,700270,diazyi01
359,Corey Dickerson,St. Louis,572816,dickeco01
360,Brandon Dickson,St. Louis,505447,dicksbr01
361,Phillip Diehl,Cincinnati,670426,diehlph01
362,Jake Diekman,"Boston,Chicago,New York,Oakland,Tampa Bay",518617,diekmja01
363,Wilmer Difo,Pittsburgh,594694,difowi01
365,Marcos Dipl\xc3\xa1n,Baltimore,650959,diplama01
366,Brandon Dixon,San Diego,641525,dixonbr01
367,Randy Dobnak,Minnesota,677976,dobnara01
368,Dylan Dodd,Atlanta,689266,dodddy01
369,Kyle Dohy,Philadelphia,675971,dohyky01
370,Rafael Dolis,Toronto,503569,dolisra01
371,Seranthony Dom\xc3\xadnguez,"Baltimore,Philadelphia",622554,dominse01
372,Josh Donaldson,New York,518626,donaljo02
373,Sean Doolittle,"Cincinnati,Seattle,Washington",448281,doolise01
374,Camilo Doval,San Francisco,666808,dovalca01
375,Kyle Dowdy,Cincinnati,664871,dowdyky01
376,Tommy Doyle,Colorado,656382,doyleto01
377,Hunter Dozier,Kansas City,641531,doziehu01
378,Brandon Drury,New York,592273,drurybr01
379,Daniel Duarte,"Cincinnati,Minnesota",650960,duartda01
380,Shawn Dubin,Houston,681869,dubinsh01
381,Tyler Duffey,"Chicago,Kansas City,Minnesota",608648,duffety01
382,Danny Duffy,Kansas City,518633,duffyda01
383,Matt Duffy,"Chicago,Kansas City",622110,duffyma01
384,Robert Dugger,"Cincinnati,Seattle,Tampa Bay",667498,duggero01
385,Justin Dunn,"Cincinnati,Seattle",643290,dunnju01
386,Dane Dunning,Texas,641540,dunnida01
387,Parker Dunshee,Atlanta,670161,dunshpa01
388,Jon Duplantier,Arizona,641541,duplajo01
389,Jhoan Dur\xc3\xa1n,Minnesota,661395,duranjh01
391,Nick Duron,Philadelphia,663975,duronni01
392,Adam Eaton,Los Angeles,594809,eatonad02
393,Nate Eaton,Kansas City,681987,eatonna01
394,Jake Eder,Chicago,671109,ederja01
395,Carl Edwards Jr.,"Atlanta,San Diego,Toronto,Washington",605218,edwarca01
396,Scott Effross,"Chicago,New York",664123,effrosc01
397,Zach Eflin,"Baltimore,Philadelphia,Tampa Bay",621107,eflinza01
398,Jerad Eickhoff,"New York,Pittsburgh",595191,eickhje01
399,Brandon Eisert,Toronto,685126,eiserbr01
400,Bryce Elder,Atlanta,693821,elderbr01
401,Roenis El\xc3\xadas,Seattle,606273,eliasro01
402,Fraser Ellard,Chicago,686642,ellarfr01
403,Seth Elledge,St. Louis,676220,elledse01
404,Chris Ellis,"Baltimore,Tampa Bay",595939,ellisch01
405,Kent Emanuel,"Houston,Miami",592288,emanuke01
406,Mason Englert,Detroit,669438,englema01
407,Dietrich Enns,Tampa Bay,608650,ennsdi01
408,Nathan Eovaldi,"Boston,Texas",543135,eovalna01
409,Lucas Erceg,"Kansas City,Oakland",668674,erceglu01
410,Robbie Erlin,Los Angeles,572362,erlinro01
411,Alcides Escobar,Washington,444876,escobal02
412,Eduardo Escobar,Los Angeles,500871,escobed01
413,Thomas Eshelman,Baltimore,664045,eshelto01
414,Jose Espada,San Diego,664744,espadjo01
415,Raynel Espinal,"Boston,Cincinnati",642659,espinra01
417,Paolo Espino,"Toronto,Washington",502179,espinpa01
418,Anderson Espinoza,Chicago,659262,espinan01
419,Joey Estes,Oakland,683155,estesjo01
420,Carlos Est\xc3\xa9vez,"Colorado,Los Angeles,Philadelphia",608032,estevca01
421,Jeremiah Estrada,"Chicago,San Diego",669093,estraje01
422,Demarcus Evans,Texas,663770,evansde01
423,Phillip Evans,Pittsburgh,595943,evansph01
424,Alex Faedo,Detroit,656412,faedoal01
425,Pete Fairbanks,Tampa Bay,664126,fairbpe01
426,Bailey Falter,"Philadelphia,Pittsburgh",663559,falteba01
427,Jeurys Familia,"Boston,New York,Oakland,Philadelphia",544727,familje01
428,Jake Faria,"Arizona,Boston",607188,fariaja01
429,Buck Farmer,"Cincinnati,Detroit",571656,farmebu01
430,Kyle Farmer,Minnesota,571657,farmeky01
431,Luke Farrell,"Chicago,Cincinnati,Minnesota",608652,farrelu01
432,Calvin Faucher,"Miami,Tampa Bay",676534,fauchca01
433,Erick Fedde,"Chicago,St. Louis,Washington",607200,feddeer01
434,Brady Feigl,Pittsburgh,621399,feiglbr01
435,Angel Felipe,Oakland,665734,felipan01
436,Michael Feliz,"Boston,Cincinnati,Oakland,Pittsburgh",593140,felizmi01
437,Neftal\xc3\xad Feliz,"Los Angeles,Philadelphia",491703,felizne01
438,Ryan Feltner,Colorado,663372,feltnry01
439,Caleb Ferguson,"Houston,Los Angeles,New York",657571,ferguca01
440,Tyler Ferguson,Oakland,621053,ferguty01
441,Julian Fern\xc3\xa1ndez,Colorado,642759,fernaju02
443,Junior Fern\xc3\xa1ndez,"Pittsburgh,St. Louis",658551,fernaju01
444,Ryan Fernandez,St. Louis,681676,fernary01
445,Jose A. Ferrer,Washington,678606,ferrejo01
446,David Festa,Minnesota,701581,festada01
447,Matt Festa,"New York,Seattle,Texas",670036,festama01
448,J.P. Feyereisen,"Los Angeles,Milwaukee,Tampa Bay",656420,feyerjo01
449,Mike Fiers,Oakland,571666,fiersmi01
450,Kyle Finnegan,Washington,640448,finneky01
451,Nate Fisher,New York,688010,fishena01
452,Jake Fishman,Miami,670288,fishmja01
453,Richard Fitts,Boston,690916,fittsri01
454,Tyler Fitzgerald,San Francisco,666149,fitzgty01
455,Jay Flaa,"Atlanta,Baltimore",664852,flaaja01
456,Jack Flaherty,"Baltimore,Detroit,Los Angeles,St. Louis",656427,flaheja01
457,Josh Fleming,"Pittsburgh,Tampa Bay",676596,flemijo01
458,Aaron Fletcher,"Pittsburgh,Seattle",667465,fletcaa01
459,Chris Flexen,"Chicago,Colorado,Seattle",623167,flexech01
460,Bernardo Flores Jr.,St. Louis,641576,florebe01
461,Dylan Floro,"Arizona,Miami,Minnesota,Washington",571670,florody01
462,Jason Foley,Detroit,671345,foleyja01
463,Mike Foltynewicz,Texas,592314,foltymi01
464,Mike Ford,"Atlanta,Seattle",645801,fordmi01
465,Matt Foster,Chicago,641582,fostema01
466,J.P. France,Houston,641585,francjp01
467,Bowden Francis,Toronto,670102,francbo01
469,Seth Frankoff,Arizona,571676,frankse01
470,Kyle Freeland,Colorado,607536,freelky01
471,Mike Freeman,Cincinnati,502273,freemmi01
472,Luis Fr\xc3\xadas,"Arizona,Toronto",666818,friaslu01
473,Max Fried,Atlanta,608331,friedma01
474,David Fry,Cleveland,681807,fryda01
475,Jace Fry,Chicago,605240,fryja01
476,Paul Fry,"Arizona,Baltimore",643316,frypa01
477,Joshua Fuentes,Colorado,658069,fuentjo01
478,Shintaro Fujinami,"Baltimore,Oakland",660261,fujinsh01
479,Carson Fulmer,"Cincinnati,Los Angeles",608334,fulmeca01
480,Michael Fulmer,"Chicago,Detroit,Minnesota",605242,fulmemi01
481,Kody Funderburk,Minnesota,681892,fundeko01
482,Kyle Funkhouser,Detroit,608335,funkhky01
483,Hunter Gaddis,Cleveland,683769,gaddihu01
484,Matt Gage,"Houston,Toronto",657424,gagema01
485,Giovanny Gallegos,St. Louis,606149,gallegi01
486,Zac Gallen,Arizona,668678,galleza01
487,John Gant,"Minnesota,St. Louis",607231,gantjo01
488,Gerson Garabito,Texas,642520,garabge01
489,Bryan Garcia,Detroit,650530,garcibr01
